sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.1676;4.9132;7.4965;0.5473;3.9649;8.9527;0.6738;-0.1318;-0.7929;0.3104;-0.0216;-0.223;116.0;2.22;-6.36;-43.44;347.82;-23.23;-0.63;5.0;989.2;61.9;;;;NaN;;;;;0 / 0;11;2022-11-04 15:29:01:731
-0.6728;1.8459;10.3409;0.4503;4.0828;8.905;-0.8262;-1.8777;-1.2839;-0.006;1.2374;0.929;187.0;13.14;-4.44;-40.62;322.01;-24.44;3.3;5.0;989.07;67.23;;;;NaN;;;;;0 / 0;511;2022-11-04 15:29:02:231
26.95;-9.5173;6.5532;6.904;-6.9645;0.0121;17.3666;-3.6373;6.34;0.898;0.15;-1.1308;172.0;-35.16;25.56;-11.88;344.38;11.92;-78.84;5.0;989.14;60.062;;;;NaN;;;;;0 / 0;1011;2022-11-04 15:29:02:731
7.7024;0.6177;0.7159;9.413;-2.7173;-0.4266;-1.4592;4.8625;-5.6263;-0.378;-0.2715;-1.4203;14.0;-37.02;19.62;-19.86;273.13;26.42;-86.84;0.0;989.36;51.844;;;;NaN;;;;;0 / 0;1514;2022-11-04 15:29:03:234
8.5284;0.0503;-1.0846;5.9138;-7.822;0.1168;-0.2967;3.3736;0.453;-0.7788;-1.1157;6.5282;0.0;-31.38;29.22;-13.44;324.7;23.99;-83.62;2.0;989.18;57.895;;;;NaN;;;;;0 / 0;2015;2022-11-04 15:29:03:735
-2.8611;-3.5243;-1.9465;-2.9231;-9.0013;-2.5693;0.4092;-4.2772;-9.9694;0.1925;1.5611;-0.399;0.0;11.52;49.98;-1.56;35.62;66.42;147.32;2.0;989.08;66.423;;;;NaN;;;;;0 / 0;2511;2022-11-04 15:29:04:231
-1.008;-10.2666;-0.5124;-4.5387;-8.5642;1.4913;1.9602;-1.2284;-4.5033;0.5376;1.1128;0.904;0.0;22.02;36.24;-21.6;108.49;67.58;88.44;2.0;989.08;63.931;;;;NaN;;;;;0 / 0;3012;2022-11-04 15:29:04:732
-3.6966;-3.5913;1.3862;-1.6907;-8.8877;-3.7843;-1.915;4.4728;5.635;-0.3762;-2.9684;-0.4222;0.0;18.0;51.36;3.9;49.98;63.69;142.19;2.0;989.05;58.544;;;;NaN;;;;;0 / 0;3511;2022-11-04 15:29:05:231
-5.7153;-8.0759;-4.853;-4.2613;-8.7424;-1.2578;-2.2441;1.0854;-7.8644;0.6287;-2.3826;-0.1803;0.0;11.04;57.18;3.24;10.19;52.16;130.26;2.0;989.09;64.498;;;;NaN;;;;;0 / 0;4011;2022-11-04 15:29:05:731
-3.2729;-4.4005;-0.0575;-2.5197;-7.5309;-5.7539;-0.9831;2.4884;5.6725;0.1131;0.3846;-0.9475;0.0;-7.44;53.34;32.64;293.57;55.67;145.66;2.0;989.08;60.323;;;;NaN;;;;;0 / 0;4511;2022-11-04 15:29:06:231
-2.5738;-3.9648;0.091;-3.5596;-9.0667;-1.1378;0.3202;1.5175;-27.1745;0.5731;5.7456;-0.3299;0.0;-11.04;59.88;18.9;314.37;65.79;129.97;2.0;989.17;63.712;;;;NaN;;;;;0 / 0;5011;2022-11-04 15:29:06:731
-2.6121;-2.0423;-0.8164;-2.0311;-8.7678;-3.8949;1.6433;6.5579;1.0195;3.2963;1.3394;0.802;0.0;-26.4;49.2;27.36;301.64;46.28;165.5;2.0;989.15;65.897;;;;NaN;;;;;0 / 0;5511;2022-11-04 15:29:07:231
-1.2905;-1.0606;-2.7342;-2.7068;-9.2557;-1.7816;3.1977;6.6844;-4.6064;-0.8331;4.0694;-0.1113;0.0;-27.3;53.58;6.06;333.64;69.74;120.09;2.0;989.14;60.425;;;;NaN;;;;;0 / 0;6011;2022-11-04 15:29:07:731
-2.6432;-7.7336;-6.5125;-2.6155;-9.34;-1.447;-3.3655;0.4907;-9.2387;-0.6474;-0.9434;-0.6036;0.0;-31.5;51.48;5.4;314.98;59.48;160.29;2.0;989.25;60.062;;;;NaN;;;;;0 / 0;6511;2022-11-04 15:29:08:231
-2.3774;-8.4997;-1.3743;-2.1852;-9.1751;-2.6857;0.3585;2.3752;2.6355;-3.9162;-1.2446;-0.9402;0.0;-29.94;52.62;-5.34;0.71;73.46;98.43;2.0;989.19;60.464;;;;NaN;;;;;0 / 0;7011;2022-11-04 15:29:08:731
-5.167;-12.249;3.96;-2.3289;-9.4164;-1.4414;-1.4851;1.1729;3.6824;0.7747;0.6876;-0.4106;0.0;-31.14;55.26;-0.66;333.83;71.25;131.5;2.0;989.26;63.92;;;;NaN;;;;;0 / 0;7511;2022-11-04 15:29:09:231
0.0862;-16.0896;-2.0279;-1.1326;-7.8075;-5.825;-2.8322;-5.3825;-4.2142;0.4759;0.0822;-0.5144;0.0;-34.38;52.14;17.52;293.92;64.94;160.6;2.0;989.31;60.116;;;;NaN;;;;;0 / 0;8011;2022-11-04 15:29:09:731
-1.0415;-6.2611;7.6354;-1.9795;-9.4465;-1.7364;4.3977;-10.8713;-14.7148;-1.6383;-4.382;0.4813;0.0;-23.16;53.82;-3.36;341.23;73.9;127.56;2.0;989.37;67.441;;;;NaN;;;;;0 / 0;8512;2022-11-04 15:29:10:232
-0.7207;-7.6306;-3.7828;-0.8308;-8.1645;-5.3684;-2.7102;-12.6824;-1.7283;-3.4519;-3.9922;-0.2011;0.0;-26.04;49.8;12.0;307.31;72.1;142.66;2.0;989.45;56.788;;;;NaN;;;;;0 / 0;9011;2022-11-04 15:29:10:731
-2.8683;-18.819;2.557;-2.2012;-9.5554;-0.139;-1.201;-10.4248;-12.1532;0.9891;-1.6337;0.138;0.0;-17.4;47.34;-5.34;359.96;75.12;106.46;2.0;989.35;59.534;;;;NaN;;;;;0 / 0;9514;2022-11-04 15:29:11:234
-2.6288;-18.3378;-2.648;-1.1543;-9.1229;-3.4075;-2.9997;-16.5008;-3.0619;-3.4287;-6.5603;-0.7136;0.0;-15.54;44.82;-1.5;351.24;71.63;109.64;2.0;989.42;61.494;;;;NaN;;;;;0 / 0;10011;2022-11-04 15:29:11:731
-3.9696;-13.1756;6.5532;-0.9719;-9.4486;-2.439;-8.1695;3.1444;6.0518;0.7191;-2.3246;0.4587;0.0;-15.84;43.5;8.16;295.15;74.65;164.84;2.0;989.28;69.013;;;;NaN;;;;;0 / 0;10511;2022-11-04 15:29:12:231
-0.7278;-12.9817;-1.3264;-1.396;-9.5785;-1.5728;-0.9958;3.1809;-4.6812;-3.0066;2.6259;-0.9164;0.0;-3.18;46.5;7.8;330.87;77.64;84.31;2.0;989.41;58.321;;;;NaN;;;;;0 / 0;11012;2022-11-04 15:29:12:732
-0.6369;-11.6098;-2.7557;-1.569;-9.5811;-1.3821;0.0104;5.2572;-2.3313;7.0E-4;-0.1365;0.2229;0.0;2.82;44.64;23.94;228.06;69.53;156.77;2.0;989.36;65.545;;;;NaN;;;;;0 / 0;11511;2022-11-04 15:29:13:231
-2.1811;-5.3035;-2.5857;-1.0033;-9.446;-2.4365;4.1134;2.797;-5.8046;0.6794;6.511;0.5332;0.0;1.32;41.52;32.1;221.66;78.2;126.46;2.0;989.39;63.968;;;;NaN;;;;;0 / 0;12012;2022-11-04 15:29:13:732
1.9561;-11.9234;-0.2993;-1.2529;-9.5896;-1.6249;-1.1317;8.4044;-17.8645;-1.152;1.1103;-1.0544;0.0;5.58;42.96;30.96;176.84;72.86;170.8;2.0;989.37;68.45;;;;NaN;;;;;0 / 0;12511;2022-11-04 15:29:14:231
3.7733;-19.1518;-11.174;-0.1205;-8.5295;-4.8377;1.1308;-4.5551;-1.4187;-1.5772;-1.3588;-1.5065;0.0;-13.74;36.42;40.38;246.94;80.06;140.52;2.0;989.46;71.015;;;;NaN;;;;;0 / 0;13011;2022-11-04 15:29:14:731
-2.8276;-21.4311;-7.0393;-0.2254;-9.7734;-0.7744;-2.2166;-2.0255;6.3341;-0.4764;-2.4742;-0.041;0.0;-11.94;48.54;26.94;250.26;81.49;147.4;2.0;989.54;62.258;;;;NaN;;;;;0 / 0;13511;2022-11-04 15:29:15:231
-0.2418;-20.0496;-9.4526;1.5586;-7.6395;-5.9481;-3.7014;1.8548;2.2203;-0.2351;0.9313;0.488;0.0;-19.74;23.16;41.7;191.24;54.63;-160.52;2.0;989.71;63.909;;;;NaN;;;;;0 / 0;14012;2022-11-04 15:29:15:732
3.62;-18.8669;4.0989;0.6882;-9.6138;-1.8085;0.0061;-1.462;4.3847;-0.2455;2.5129;0.069;0.0;-12.96;34.86;23.1;201.37;81.65;-167.66;2.0;989.47;66.588;;;;NaN;;;;;0 / 0;14511;2022-11-04 15:29:16:231
-1.4413;-7.4463;-7.0728;2.2601;-7.3015;-6.1441;-2.6958;-3.2525;-2.4633;-1.028;0.0725;-0.8229;0.0;-15.48;22.8;33.48;182.06;59.73;-156.67;2.0;989.69;59.479;;;;NaN;;;;;0 / 0;15011;2022-11-04 15:29:16:731
-1.7286;-8.1023;4.0462;0.6556;-9.4792;-2.4258;-0.7083;-0.6557;5.7298;1.9958;-0.3826;-0.4741;0.0;-2.58;36.6;22.08;161.62;80.28;-159.2;2.0;989.66;55.817;;;;NaN;;;;;0 / 0;15511;2022-11-04 15:29:17:231
1.2139;-4.3191;-6.2994;2.6709;-8.0628;-4.9017;-5.4721;0.6166;-0.191;1.5107;-1.0363;1.2394;0.0;-9.42;27.66;31.74;176.34;59.23;-162.72;2.0;989.67;60.905;;;;NaN;;;;;0 / 0;16011;2022-11-04 15:29:17:731
-0.5052;-10.1373;1.7382;0.7133;-9.7804;-0.0751;-0.7756;-1.341;2.2011;3.1363;2.4249;-0.0758;0.0;1.98;39.36;9.42;91.23;87.05;-116.36;2.0;989.54;64.943;;;;NaN;;;;;0 / 0;16511;2022-11-04 15:29:18:231
0.5578;-8.5715;0.1939;1.909;-9.2276;-2.7159;-5.0909;10.1494;3.4725;1.5663;-0.2324;-1.0911;0.0;-8.34;45.78;14.34;308.85;66.38;-171.11;2.0;989.67;64.686;;;;NaN;;;;;0 / 0;17011;2022-11-04 15:29:18:731
1.4126;-8.052;-0.5746;0.1973;-9.7989;-0.336;0.0589;1.3327;-4.5171;0.7215;1.3418;0.171;0.0;-0.6;49.68;2.04;356.02;83.34;-159.85;2.0;989.57;71.464;;;;NaN;;;;;0 / 0;17511;2022-11-04 15:29:19:231
-1.1516;-8.4135;-2.8156;0.2685;-9.5601;-2.1684;0.1122;2.6645;-0.403;1.154;0.9307;-0.1351;0.0;-1.74;49.02;10.8;340.63;72.81;-176.7;2.0;989.65;50.702;;;;NaN;;;;;0 / 0;18011;2022-11-04 15:29:19:731
0.5866;-9.0025;-0.7254;-0.3548;-9.7961;-0.283;-0.1336;0.4632;-3.6171;0.763;0.8067;-0.0215;0.0;0.12;50.64;2.34;349.57;81.99;150.27;2.0;989.6;58.77;;;;NaN;;;;;0 / 0;18511;2022-11-04 15:29:20:231
-0.6416;-5.6602;-0.7638;-1.0487;-9.3564;-2.7436;0.2084;2.7003;0.6367;-0.4819;-0.3753;0.0714;0.0;3.06;43.56;12.48;198.93;85.44;152.36;2.0;989.63;62.401;;;;NaN;;;;;0 / 0;19012;2022-11-04 15:29:20:732
3.3567;-15.5438;2.2793;-0.7787;-9.5727;-1.9818;2.9215;-11.6645;5.0248;1.4301;1.6784;-0.909;0.0;9.12;33.06;15.06;137.81;72.98;167.74;2.0;989.62;64.856;;;;NaN;;;;;0 / 0;19511;2022-11-04 15:29:21:231
0.34;-16.0801;0.4334;-0.1042;-8.9213;-4.0705;1.1672;0.5916;0.9772;-2.163;-1.0363;0.4263;0.0;35.22;33.6;-8.82;57.68;81.6;-168.54;2.0;989.67;68.285;;;;NaN;;;;;0 / 0;20011;2022-11-04 15:29:21:731
4.3;-10.3002;3.0167;-1.0773;-9.6323;-1.4924;0.1915;0.0888;2.1603;0.0587;-3.2671;-0.3727;0.0;-6.3;46.38;-3.66;344.74;74.32;165.47;2.0;989.65;64.405;;;;NaN;;;;;0 / 0;20511;2022-11-04 15:29:22:231
1.391;-10.9226;-1.5107;-1.449;-9.3677;2.5135;5.4114;-1.9165;-4.1967;0.1155;0.4915;0.2021;0.0;-2.58;45.18;-19.98;101.62;72.72;26.73;2.0;989.63;63.711;;;;NaN;;;;;0 / 0;21011;2022-11-04 15:29:22:731
-0.5459;-8.969;-7.5899;-0.6322;-8.9908;-3.8646;1.7072;-4.8264;-7.8002;2.2682;2.2673;0.7024;0.0;-5.22;44.52;21.66;322.63;54.84;176.71;2.0;989.63;65.171;;;;NaN;;;;;0 / 0;21511;2022-11-04 15:29:23:231
1.5036;-7.2619;-3.4189;0.014;-9.7527;-1.0274;2.7825;2.0358;1.6571;-2.119;0.6198;0.659;0.0;-7.14;47.1;11.64;228.28;78.43;-166.61;2.0;989.78;60.401;;;;NaN;;;;;0 / 0;22011;2022-11-04 15:29:23:731
1.8268;-8.4997;4.2689;0.5757;-9.2972;-3.0662;1.3804;3.3664;6.0996;-0.4678;-6.3746;0.4184;0.0;-12.72;41.94;23.94;294.64;53.29;-176.06;2.0;989.79;63.214;;;;NaN;;;;;0 / 0;22511;2022-11-04 15:29:24:231
3.5961;-5.4782;-1.4533;1.2482;-8.513;-4.7053;3.1452;-4.4663;-2.1783;-3.2852;-1.1584;-1.7924;0.0;-19.38;35.64;28.02;210.75;81.86;-171.91;2.0;989.71;62.709;;;;NaN;;;;;0 / 0;23011;2022-11-04 15:29:24:731
-1.5179;-10.3337;-5.064;0.4486;-9.7146;-1.2632;2.4268;-0.6023;6.0301;-0.0097;2.1036;0.3054;0.0;-16.62;39.6;24.0;220.6;83.85;-179.67;2.0;989.64;61.31;;;;NaN;;;;;0 / 0;23512;2022-11-04 15:29:25:232
7.2188;-15.6036;-5.1047;2.9339;-8.1813;-4.5418;3.1214;-6.0046;3.067;-4.1367;-0.4071;-2.7294;0.0;-35.52;26.04;28.38;215.92;82.76;-161.15;2.0;989.75;58.678;;;;NaN;;;;;0 / 0;24011;2022-11-04 15:29:25:731
6.7304;-21.1127;2.0925;1.5783;-9.5706;-1.4432;3.7395;-9.7153;0.9979;-0.262;-1.5848;0.4556;0.0;-22.5;38.88;27.12;165.28;80.62;-128.95;2.0;989.84;63.192;;;;NaN;;;;;0 / 0;24511;2022-11-04 15:29:26:231
7.3984;-7.6378;-7.1781;4.5284;-7.0053;-5.1565;2.5108;-10.1282;3.3034;0.2585;3.7529;-0.9921;0.0;-32.34;27.24;32.82;174.73;72.24;-131.81;2.0;989.86;66.949;;;;NaN;;;;;0 / 0;25012;2022-11-04 15:29:26:732
4.0917;-11.9689;-0.6608;3.5528;-9.083;-1.0232;5.6963;-10.9355;-1.7421;1.7734;1.3339;1.2876;0.0;-23.82;46.02;17.88;137.94;72.29;-104.8;2.0;989.85;63.989;;;;NaN;;;;;0 / 0;25511;2022-11-04 15:29:27:231
2.5881;-4.4604;0.1676;5.4019;-7.872;-2.2405;-4.5304;5.4946;1.1153;1.2194;-0.8609;0.7892;0.0;-40.86;34.62;14.82;183.92;45.83;-110.72;2.0;989.84;70.288;;;;NaN;;;;;0 / 0;26012;2022-11-04 15:29:27:732
-2.1763;-8.2914;1.4605;1.6802;-9.4811;1.8589;-2.9347;7.4604;-10.8375;1.0514;3.957;-1.1326;0.0;-26.52;46.14;-0.48;219.99;69.21;-104.58;2.0;989.83;70.938;;;;NaN;;;;;0 / 0;26511;2022-11-04 15:29:28:231
-2.9401;-4.1037;1.8818;0.2948;-8.6672;-4.5785;-2.7776;3.807;5.4907;-0.8582;2.1518;1.0799;0.0;-17.88;47.58;13.38;263.22;72.13;-164.95;2.0;989.78;66.46;;;;NaN;;;;;0 / 0;27011;2022-11-04 15:29:28:731
0.9816;-12.0647;-4.5705;0.3587;-9.504;-2.3906;-2.3148;3.0729;3.4656;1.0954;7.5574;-0.5993;0.0;-17.28;49.74;1.5;283.8;75.85;-155.37;2.0;989.8;62.148;;;;NaN;;;;;0 / 0;27511;2022-11-04 15:29:29:231
-0.2634;-13.5611;-3.1699;0.4251;-9.6916;-1.4357;-6.624;-2.464;-1.6241;-2.3634;-1.3765;0.4764;0.0;-2.28;51.0;-11.16;109.39;81.71;21.35;2.0;990.0;60.848;;;;NaN;;;;;0 / 0;28011;2022-11-04 15:29:29:731
-1.7262;-2.4086;2.2721;0.6916;-9.5682;-2.0348;3.9843;-0.9139;-6.6972;-0.0567;-1.7198;-0.1571;0.0;-0.78;51.66;-4.5;356.93;72.39;-179.33;2.0;989.85;60.311;;;;NaN;;;;;0 / 0;28511;2022-11-04 15:29:30:231
2.5714;-11.1405;-2.7222;-0.9107;-9.6863;1.2311;3.0176;-2.3975;-2.3875;-0.8026;-0.3985;-0.3238;0.0;7.8;41.88;-20.88;160.58;75.6;30.78;2.0;989.93;67.184;;;;NaN;;;;;0 / 0;29012;2022-11-04 15:29:30:732
-1.3599;-3.0239;-1.5538;-0.3803;-9.1134;-3.6016;-1.3938;-12.6529;-31.8003;2.7612;-3.5225;0.7452;0.0;-1.62;46.14;2.7;354.51;64.1;-173.64;2.0;990.01;65.143;;;;NaN;;;;;0 / 0;29512;2022-11-04 15:29:31:232
-0.0479;-7.5061;2.2601;-1.0196;-9.5962;1.7444;2.2622;0.4381;0.0321;1.0776;1.4029;1.0628;0.0;9.12;38.82;-19.98;270.56;87.71;-62.25;2.0;989.88;63.342;;;;NaN;;;;;0 / 0;30011;2022-11-04 15:29:31:731
-0.9481;-3.7086;0.1149;0.5287;-8.531;-4.8075;-0.6292;4.3172;4.7261;2.1082;-1.4626;0.1728;0.0;4.62;45.0;8.04;22.83;64.62;-179.27;2.0;989.85;63.069;;;;NaN;;;;;0 / 0;30512;2022-11-04 15:29:32:232
-2.2338;-7.8748;-0.419;-0.146;-9.7956;-0.4412;-1.7933;3.4603;1.5976;1.6384;3.9576;0.7446;0.0;-0.6;41.64;-11.76;355.77;71.88;-176.15;2.0;989.82;65.565;;;;NaN;;;;;0 / 0;31011;2022-11-04 15:29:32:731
-1.2258;-4.5633;1.4054;0.4383;-9.453;-2.5727;1.5321;-8.1737;0.054;-0.4843;-0.5897;-0.1601;0.0;4.2;44.16;-6.48;110.26;84.54;70.22;2.0;989.8;63.564;;;;NaN;;;;;0 / 0;31511;2022-11-04 15:29:33:231
-1.4533;-14.4876;2.4636;0.0448;-9.541;-2.2665;-1.6226;1.4339;5.2832;1.4081;-1.3258;-1.0453;0.0;-5.58;44.64;-6.18;345.59;67.59;178.72;2.0;989.96;68.506;;;;NaN;;;;;0 / 0;32011;2022-11-04 15:29:33:731
-0.486;-13.4964;0.7805;0.6414;-9.6063;-1.865;-1.228;-2.784;4.6591;-2.7653;-0.9929;-1.5059;0.0;5.22;43.2;-13.38;169.53;80.21;25.88;2.0;990.0;63.821;;;;NaN;;;;;0 / 0;32511;2022-11-04 15:29:34:231
-2.5714;-5.5477;-10.7981;-0.4687;-8.9653;-3.9463;-3.0867;-3.595;-10.8481;0.2744;0.4048;-0.7533;0.0;-3.96;45.9;-0.54;349.7;66.63;166.03;2.0;990.03;59.66;;;;NaN;;;;;0 / 0;33011;2022-11-04 15:29:34:731
2.8826;-13.5802;-2.1213;-1.6886;-9.5112;1.6897;6.2184;-1.658;-0.7344;-1.1367;-1.9684;-1.4271;0.0;14.94;34.8;-25.44;171.57;80.09;37.54;2.0;989.99;66.967;;;;NaN;;;;;0 / 0;33511;2022-11-04 15:29:35:231
-1.9632;-5.3011;-4.2282;-0.3387;-8.8632;-4.1832;-2.3164;4.4985;6.5918;-1.4935;-2.5842;-0.4961;0.0;-5.46;45.72;1.92;343.48;65.98;178.66;2.0;989.84;62.803;;;;NaN;;;;;0 / 0;34011;2022-11-04 15:29:35:731
-0.2346;-6.9004;0.4262;-0.2901;-9.8002;0.2049;-2.9134;2.2007;-4.5552;1.6445;2.5343;1.1111;0.0;-4.44;40.08;-18.06;3.06;73.27;162.64;2.0;989.88;60.972;;;;NaN;;;;;0 / 0;34512;2022-11-04 15:29:36:232
0.7853;-6.0672;1.4509;-0.0963;-8.6618;-4.5973;0.6661;2.9824;5.2844;-0.8612;1.2215;-0.3324;0.0;-1.44;44.82;0.9;356.12;69.96;-178.94;2.0;989.87;60.734;;;;NaN;;;;;0 / 0;35011;2022-11-04 15:29:36:731
0.3807;-12.6872;2.5211;-1.1955;-9.4359;-2.3884;1.5809;0.6609;4.6365;0.9988;-2.0595;-0.5706;0.0;-5.4;43.14;-5.4;350.52;67.05;166.78;2.0;989.92;67.002;;;;NaN;;;;;0 / 0;35511;2022-11-04 15:29:37:231
-1.992;-12.4693;-2.2601;-0.1615;-9.7393;-1.1354;-0.3197;-4.2335;6.5657;-2.8569;-1.663;-1.2004;0.0;1.98;38.52;-17.52;114.09;76.81;44.36;2.0;990.01;60.594;;;;NaN;;;;;0 / 0;36011;2022-11-04 15:29:37:731
-0.1413;-31.6977;-12.771;0.0911;-8.9755;-3.9499;0.7469;7.4456;-4.1236;-1.2534;0.9827;0.7861;0.0;-6.9;44.16;-1.56;342.89;66.46;167.35;2.0;989.94;68.327;;;;NaN;;;;;0 / 0;36512;2022-11-04 15:29:38:232
6.7711;-9.3616;-1.6472;-1.8219;-9.4893;1.6747;6.2751;-0.3225;-4.3083;-0.1581;-1.3386;-0.3006;0.0;15.66;32.34;-23.52;175.86;83.08;37.25;2.0;989.92;66.304;;;;NaN;;;;;0 / 0;37011;2022-11-04 15:29:38:731
-1.2234;-1.4102;0.1245;-0.2311;-8.3566;-5.1267;-2.1057;3.1729;7.0085;4.2841;-3.8462;0.0653;0.0;-2.16;44.4;3.42;352.49;66.21;-179.51;2.0;989.84;65.491;;;;NaN;;;;;0 / 0;37511;2022-11-04 15:29:39:231
-0.1724;-9.9051;0.4022;-0.993;-9.7075;0.9739;1.752;0.3435;-6.2031;2.5492;1.3284;0.6566;0.0;4.98;37.44;-22.68;29.29;84.52;158.87;2.0;989.83;62.906;;;;NaN;;;;;0 / 0;38011;2022-11-04 15:29:39:731
0.4645;-7.8437;0.4405;0.1783;-8.6998;-4.5223;0.9111;0.9375;4.4361;-1.3096;-0.5005;0.0384;0.0;-1.38;45.0;1.08;355.56;73.63;-174.73;2.0;989.91;59.863;;;;NaN;;;;;0 / 0;38512;2022-11-04 15:29:40:232
-5.5596;-3.0335;-3.5075;-0.6994;-9.2982;-3.0371;-4.6041;-8.2878;7.9045;0.2023;-5.1486;-0.3135;0.0;-4.68;43.02;-2.52;340.69;71.5;-169.58;2.0;989.99;68.739;;;;NaN;;;;;0 / 0;39012;2022-11-04 15:29:40:732
-1.2857;-12.5292;1.968;-0.9552;-9.7541;0.3405;3.5098;-4.4223;-1.6908;-2.9681;0.5166;-1.8815;0.0;8.58;35.34;-19.68;134.1;76.46;53.53;2.0;990.02;60.442;;;;NaN;;;;;0 / 0;39511;2022-11-04 15:29:41:231
2.4756;-6.1366;-9.2922;-0.5282;-9.0936;-3.6328;-2.8739;-9.8882;-18.2293;-0.2418;-2.586;-0.143;0.0;-2.16;42.78;-3.48;355.33;60.25;179.21;2.0;990.02;61.021;;;;NaN;;;;;0 / 0;40012;2022-11-04 15:29:41:732
0.4669;-10.0775;-1.8962;-1.2892;-9.6413;1.2466;4.9092;-0.3524;0.1708;-0.0457;0.4793;0.546;0.0;6.78;35.82;-20.4;82.6;88.37;113.95;2.0;989.99;64.812;;;;NaN;;;;;0 / 0;40511;2022-11-04 15:29:42:231
-1.0678;-4.9826;-0.3591;0.0598;-8.5204;-4.8548;-0.6392;3.6817;4.8764;-0.6981;-1.0723;-0.4118;0.0;0.3;42.72;3.84;0.7;64.96;-177.43;2.0;989.95;62.726;;;;NaN;;;;;0 / 0;41011;2022-11-04 15:29:42:731
-0.5938;-8.0807;0.3136;-1.0231;-9.7355;-0.5859;0.0846;1.8535;5.2163;1.0685;1.3327;0.6364;0.0;5.64;39.96;-12.66;22.11;74.51;166.99;2.0;989.91;66.333;;;;NaN;;;;;0 / 0;41512;2022-11-04 15:29:43:232
2.1476;-15.46;-4.1156;0.3448;-8.9213;-4.0572;1.1156;-2.5304;1.6678;-2.5069;-4.8523;-1.3257;0.0;5.22;43.08;-1.44;35.31;80.03;165.8;2.0;989.98;66.733;;;;NaN;;;;;0 / 0;42012;2022-11-04 15:29:43:732
-1.2091;-15.6228;3.9409;0.1801;-9.3968;-2.7997;-1.4753;-3.0199;10.5381;0.7288;-1.5292;-0.8932;0.0;-1.92;43.86;-7.92;352.19;72.49;-173.97;2.0;989.87;66.207;;;;NaN;;;;;0 / 0;42511;2022-11-04 15:29:44:231
