sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.1979;4.8004;7.9586;6.7229;-6.9686;1.5526;-5.3271;10.9861;9.8273;0.3635;-0.6019;-0.5199;1081.0;-17.7;-39.48;-34.08;213.19;47.44;-77.46;5.0;982.94;60.881;;;;NaN;;;;;0 / 0;10;2022-10-31 12:26:09:477
-0.905;4.9778;9.9219;6.2973;-7.3525;1.567;-8.1528;11.7746;9.1761;0.1284;0.2056;0.689;550.0;-17.76;-38.88;-33.78;212.29;44.83;-76.42;5.0;982.85;57.536;;;;NaN;;;;;0 / 0;510;2022-10-31 12:26:09:977
1.0846;4.7477;7.8916;4.4309;-8.644;1.3483;-4.1604;13.89;6.3828;1.0E-4;0.0047;-0.2047;653.0;-25.08;-33.6;-35.28;209.61;61.82;-73.07;5.0;982.76;57.211;;;;NaN;;;;;0 / 0;1010;2022-10-31 12:26:10:477
-0.2586;3.7804;8.0712;5.5471;-7.8377;1.9924;-5.9326;12.109;3.5648;0.154;0.3119;0.1587;482.0;-19.68;-38.16;-34.68;208.94;53.06;-70.24;5.0;982.93;59.651;;;;NaN;;;;;0 / 0;1510;2022-10-31 12:26:10:977
1.0247;3.9145;7.5803;3.2626;-8.9106;2.4754;-2.1133;12.8036;3.0436;-0.1649;0.5764;-0.0544;268.0;-24.96;-33.0;-35.7;194.72;65.32;-52.81;5.0;982.83;69.473;;;;NaN;;;;;0 / 0;2010;2022-10-31 12:26:11:477
4.3431;4.9132;4.561;3.7059;-9.035;0.8972;-0.299;13.3446;4.5427;-0.2376;-0.6734;-0.4026;302.0;-35.4;-32.58;-22.86;184.84;67.5;-62.63;5.0;982.8;67.395;;;;NaN;;;;;0 / 0;2514;2022-10-31 12:26:11:981
7.3433;4.8435;6.4694;1.922;-9.6158;0.1087;7.6815;12.8097;9.2937;-0.0134;-0.762;0.3811;1666.0;-41.64;-26.82;-11.22;190.82;76.12;-87.45;5.0;982.81;52.048;;;;NaN;;;;;0 / 0;3014;2022-10-31 12:26:12:481
11.423;2.6959;6.9004;0.6811;-9.7728;0.4446;9.394;10.8143;8.1772;-1.1404;-0.4498;0.7562;2284.0;-44.04;-20.76;-2.94;134.96;78.05;-37.64;5.0;982.82;59.834;;;;NaN;;;;;0 / 0;3510;2022-10-31 12:26:12:977
13.6808;-0.1317;0.972;-3.2696;-8.8043;2.8219;23.1876;8.5841;-1.201;0.898;0.9765;0.9407;601.0;-41.04;0.66;3.6;37.78;63.87;49.2;5.0;982.96;68.539;;;;NaN;;;;;0 / 0;4010;2022-10-31 12:26:13:477
19.6307;2.6049;-1.4293;-6.164;-6.1246;4.5459;13.5648;5.3656;-5.0654;-1.3915;-0.3069;1.2241;284.0;-26.52;17.04;6.66;19.44;38.65;53.59;5.0;983.04;70.105;;;;NaN;;;;;0 / 0;4510;2022-10-31 12:26:13:977
4.4221;-11.2746;-1.0965;-8.3424;-3.8934;3.3787;10.1955;-2.521;-7.8655;0.1406;-0.3887;0.1471;2.0;-7.08;18.06;22.86;320.31;23.39;67.95;5.0;982.88;62.928;;;;NaN;;;;;0 / 0;5010;2022-10-31 12:26:14:477
-2.2194;-9.6609;-1.221;-7.6529;5.1344;3.3528;3.6738;-12.7171;-4.2578;1.2591;-0.12;0.2883;2.0;24.24;17.1;13.5;315.62;-27.9;66.89;5.0;982.83;72.843;;;;NaN;;;;;0 / 0;5510;2022-10-31 12:26:14:977
-3.7661;-6.4215;-2.1883;-8.4674;1.6953;4.6475;6.9711;-7.1304;-6.9507;-3.1477;-1.1761;-0.9518;2.0;17.76;9.72;28.5;291.51;-21.15;74.93;5.0;982.8;62.276;;;;NaN;;;;;0 / 0;6010;2022-10-31 12:26:15:477
2.2601;-19.4655;2.2793;-7.9554;2.9887;4.8938;5.5062;-10.4757;-4.5897;2.9225;0.5105;0.0311;2.0;21.24;15.18;18.9;301.57;-17.74;58.4;5.0;983.06;60.279;;;;NaN;;;;;0 / 0;6510;2022-10-31 12:26:15:977
-1.8268;-13.5467;-3.6105;-7.8412;5.2501;2.6687;9.9601;-17.9349;-5.355;-1.9639;1.0505;-0.5981;2.0;23.04;17.58;14.22;319.79;-32.37;71.2;5.0;982.91;56.029;;;;NaN;;;;;0 / 0;7010;2022-10-31 12:26:16:477
