sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.1428;2.4205;16.2716;2.6657;2.5207;9.0945;-0.384;1.6907;4.4833;-0.9764;-0.2938;-0.319;7721.0;-1.38;-27.66;-23.4;193.91;-17.11;-15.0;2.0;991.02;66.473;;;;NaN;;;;;0 / 0;10;2022-11-01 12:41:41:246
-0.9697;3.4165;13.4797;2.2879;3.0499;9.0351;-3.2575;0.3666;4.4445;-0.1591;0.1081;0.0035;7699.0;5.52;-25.92;-23.52;215.41;-19.3;-16.09;2.0;991.01;54.558;;;;NaN;;;;;0 / 0;510;2022-11-01 12:41:41:746
1.5754;4.3215;12.4837;2.8543;3.4722;8.7159;-0.8886;1.441;1.9482;-0.5201;-0.4734;-0.4339;7964.0;4.8;-27.9;-22.2;208.26;-18.92;-15.75;2.0;991.06;60.463;;;;NaN;;;;;0 / 0;1010;2022-11-01 12:41:42:246
-1.1971;4.8219;8.6506;2.0728;3.4431;8.9453;-2.5636;0.3063;-0.2637;0.1146;0.482;-0.0026;8297.0;11.52;-23.04;-23.64;230.09;-19.83;-14.64;2.0;991.09;54.361;;;;NaN;;;;;0 / 0;1510;2022-11-01 12:41:42:746
-0.1101;3.2944;8.0807;2.6738;3.6179;8.7139;-1.2013;-0.6922;-3.0441;0.3028;0.0281;0.2515;7994.0;9.12;-24.3;-23.76;224.44;-20.07;-15.67;2.0;991.05;59.622;;;;NaN;;;;;0 / 0;2010;2022-11-01 12:41:43:246
1.5802;0.5483;4.7262;7.0433;2.8144;6.2162;-2.7721;-0.8153;-2.2466;0.0389;-3.5387;1.4586;7808.0;-10.68;-26.28;-26.16;176.94;-20.88;-21.39;2.0;991.01;59.195;;;;NaN;;;;;0 / 0;2510;2022-11-01 12:41:43:746
9.4358;-3.6009;4.1922;9.5131;-2.3773;-0.1384;1.4766;-0.4742;0.7968;0.6998;1.835;1.5453;1164.0;-47.04;-17.82;-6.6;218.75;8.98;-106.01;2.0;990.82;68.851;;;;NaN;;;;;0 / 0;3010;2022-11-01 12:41:44:246
10.0655;-1.7861;1.0319;8.9695;-3.8835;-0.7975;-2.117;3.9817;1.9132;1.4139;-0.6939;-0.2873;487.0;-41.88;-10.92;10.62;165.02;23.33;-95.08;2.0;990.9;68.873;;;;NaN;;;;;0 / 0;3510;2022-11-01 12:41:44:746
12.8189;-15.2181;4.8171;8.1597;-5.1544;-1.7379;3.893;-1.6909;-0.0314;1.2472;0.234;0.6437;3.0;-36.0;-2.46;25.86;140.91;26.77;-103.98;2.0;991.54;67.031;;;;NaN;;;;;0 / 0;4010;2022-11-01 12:41:45:246
9.7423;-9.6801;1.8483;4.9946;-8.3897;-0.9147;3.5147;-1.6926;6.0626;-0.9428;1.2846;0.8001;1.0;-38.4;15.66;10.56;165.57;54.4;-97.73;2.0;991.04;62.897;;;;NaN;;;;;0 / 0;4510;2022-11-01 12:41:45:746
