sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.6393;2.7964;7.3409;-3.7013;1.7392;8.9133;1.4052;1.9191;1.3079;0.4643;1.0126;0.2473;160.0;-20.64;-13.44;-33.18;109.91;-4.07;20.36;2.0;988.72;54.319;;;;NaN;;;;;0 / 0;14;2022-11-04 14:58:12:683
-0.7207;3.1173;9.0312;-2.3874;2.4331;9.1951;2.9333;0.3609;-0.8846;-0.0836;-0.1969;0.0335;241.0;-22.92;-13.08;-33.3;101.61;-14.09;15.54;2.0;988.62;49.501;;;;NaN;;;;;0 / 0;514;2022-11-04 14:58:13:183
2.1931;2.4732;5.969;-2.8285;2.5951;9.0242;2.4885;0.0673;-4.6715;-0.4385;-0.4596;0.2229;98.0;-23.52;-15.18;-34.38;103.24;-15.34;17.4;2.0;988.61;58.106;;;;NaN;;;;;0 / 0;1014;2022-11-04 14:58:13:683
23.052;-7.1757;6.9674;8.3327;-3.8043;3.502;9.8997;-2.9022;6.882;2.9768;-0.9923;-0.8046;80.0;-33.48;33.9;14.7;50.69;22.83;-67.2;2.0;988.61;59.609;;;;NaN;;;;;0 / 0;1514;2022-11-04 14:58:14:183
14.962;-6.5293;-1.6855;9.5576;0.1993;2.1869;8.5144;0.5717;1.0093;1.1674;-1.327;0.5625;1.0;-40.92;22.26;17.88;49.59;-1.16;-77.11;2.0;989.23;56.606;;;;NaN;;;;;0 / 0;2014;2022-11-04 14:58:14:683
-1.9034;-12.4837;2.569;1.8564;-9.623;0.3488;-4.7965;-3.6938;2.4213;4.2126;12.5879;-0.6543;1.0;29.34;31.2;23.52;77.07;80.21;-135.23;2.0;988.63;58.311;;;;NaN;;;;;0 / 0;2514;2022-11-04 14:58:15:183
0.6512;-10.5252;-0.0503;0.5618;-9.3394;2.9378;0.5419;-0.6591;-3.0048;0.6574;1.2508;0.5143;1.0;23.34;40.38;12.9;340.15;74.35;-33.35;2.0;988.73;55.629;;;;NaN;;;;;0 / 0;3014;2022-11-04 14:58:15:683
0.4525;-11.6888;1.0127;1.9145;-9.6115;-0.3531;-2.3574;-1.8666;1.5143;-0.8997;-2.8994;-0.7643;1.0;25.2;38.22;16.8;340.68;79.88;-32.54;2.0;988.76;52.794;;;;NaN;;;;;0 / 0;3514;2022-11-04 14:58:16:183
1.0487;-8.9498;1.1708;2.6027;-9.328;-1.5438;-0.5413;-1.6712;-0.769;1.8473;-0.7791;-0.0984;1.0;25.38;40.68;7.26;32.29;72.03;-120.67;2.0;988.74;54.552;;;;NaN;;;;;0 / 0;4014;2022-11-04 14:58:16:683
2.0183;-9.2635;-0.1963;0.9664;-9.3758;2.7075;-0.9304;-0.9124;-4.6923;0.1962;1.6277;-0.0581;1.0;31.68;37.08;5.88;313.34;72.95;-19.64;2.0;988.74;62.417;;;;NaN;;;;;0 / 0;4514;2022-11-04 14:58:17:183
-2.4732;-2.5618;-2.4421;2.9583;-8.9903;-2.5676;-4.3972;2.1283;1.6769;0.3916;-0.773;-0.1449;1.0;22.38;33.96;27.3;70.12;66.46;-130.96;2.0;988.76;62.654;;;;NaN;;;;;0 / 0;5014;2022-11-04 14:58:17:683
-1.3384;-11.0112;0.8619;1.6291;-9.5022;1.7955;-2.8022;0.9451;0.0911;1.9897;4.5806;-0.0581;1.0;27.24;37.38;8.28;26.95;76.84;-107.66;2.0;988.69;61.294;;;;NaN;;;;;0 / 0;5514;2022-11-04 14:58:18:183
-0.4094;-15.278;-3.9935;2.7667;-9.3417;-1.1173;-2.8409;-5.0956;-2.7397;-2.6285;1.0621;-1.9915;1.0;22.92;37.2;16.2;333.71;76.8;-21.78;2.0;988.78;59.179;;;;NaN;;;;;0 / 0;6015;2022-11-04 14:58:18:684
6.4934;-19.3434;18.0553;2.2658;-9.1071;-2.8454;-2.5028;7.163;4.5596;-0.3377;-1.1401;-0.8199;1.0;19.26;38.4;13.56;63.58;67.14;-151.97;2.0;988.73;68.149;;;;NaN;;;;;0 / 0;6514;2022-11-04 14:58:19:183
4.2904;-11.1501;2.4708;2.1732;-9.2889;2.2724;3.9898;-4.0591;-0.97;-2.5497;1.5807;-0.3715;1.0;15.54;39.0;-4.5;324.71;71.3;-43.72;2.0;988.74;59.908;;;;NaN;;;;;0 / 0;7014;2022-11-04 14:58:19:683
-0.8404;-4.0797;0.8547;2.679;-8.741;-3.5478;-3.4164;5.1042;2.1233;-1.8099;1.7432;0.7043;1.0;20.16;36.18;14.28;54.97;63.04;-142.94;2.0;988.7;55.319;;;;NaN;;;;;0 / 0;7515;2022-11-04 14:58:20:184
4.3191;-10.1302;-0.9888;1.6229;-9.1267;3.1998;1.6572;0.1482;-1.057;0.4521;0.6601;0.9345;1.0;8.76;39.9;15.12;357.7;68.54;-26.89;2.0;988.68;63.28;;;;NaN;;;;;0 / 0;8014;2022-11-04 14:58:20:683
-0.498;-7.4702;-2.1548;2.0967;-9.4776;-1.3959;-0.1215;1.8757;-0.6224;-0.6884;1.1757;-0.4875;1.0;-8.1;29.16;31.68;101.66;83.71;-93.13;2.0;988.83;57.158;;;;NaN;;;;;0 / 0;8514;2022-11-04 14:58:21:183
-1.6041;-10.451;2.2314;1.6425;-9.6441;-0.6807;-4.312;1.3814;2.1938;-0.1135;-2.1859;1.7598;1.0;2.46;31.86;33.72;71.84;72.0;-91.11;2.0;988.66;63.254;;;;NaN;;;;;0 / 0;9014;2022-11-04 14:58:21:683
2.0039;-9.8141;-0.419;-0.5981;-8.6918;4.5016;4.4455;-1.2564;-6.8455;0.9323;-0.0729;1.0048;1.0;7.74;41.46;17.22;352.68;69.13;-12.66;2.0;988.75;64.556;;;;NaN;;;;;0 / 0;9514;2022-11-04 14:58:22:183
-2.1548;-3.3423;4.9108;1.5719;-9.2494;-2.8545;-4.4425;8.1265;6.6254;-1.2724;-2.473;0.7782;1.0;22.98;31.56;26.4;90.67;70.59;-151.16;2.0;988.65;68.087;;;;NaN;;;;;0 / 0;10014;2022-11-04 14:58:22:683
-1.5562;-9.5436;0.5076;2.0749;-9.1483;2.8588;-3.4036;2.0277;-19.8439;1.5627;7.0192;0.3139;1.0;19.38;42.36;7.92;341.32;68.89;-35.97;2.0;988.69;70.877;;;;NaN;;;;;0 / 0;10514;2022-11-04 14:58:23:183
-3.632;-2.8036;3.1388;1.9457;-8.8643;-3.716;-2.0032;5.1581;6.6608;0.8492;-3.2384;-0.738;1.0;20.16;31.5;27.96;90.65;64.68;-152.36;2.0;988.69;60.495;;;;NaN;;;;;0 / 0;11014;2022-11-04 14:58:23:683
-0.5004;-8.5476;-0.6416;1.387;-9.0602;3.4869;-1.7509;0.8311;-10.4304;2.749;2.5715;-0.3538;1.0;20.94;39.36;12.9;41.8;77.28;-112.89;2.0;988.66;66.103;;;;NaN;;;;;0 / 0;11514;2022-11-04 14:58:24:183
1.008;-4.051;0.4932;1.4479;-9.1976;-3.0786;0.501;5.9391;7.7042;-2.218;-2.4638;0.5131;1.0;18.12;31.08;27.78;62.55;78.83;-104.18;2.0;988.71;66.839;;;;NaN;;;;;0 / 0;12014;2022-11-04 14:58:24:683
-0.5938;-6.7735;3.96;1.7627;-9.6411;0.3348;-1.7842;3.2387;0.7331;2.614;-0.2073;-0.6763;1.0;24.3;33.72;20.4;84.81;71.92;-155.45;2.0;988.68;64.755;;;;NaN;;;;;0 / 0;12515;2022-11-04 14:58:25:184
-2.9066;-16.7696;1.4054;1.447;-9.4892;-2.0078;-3.1373;2.9527;-1.4733;-0.8179;2.4573;-0.4124;1.0;20.64;30.36;27.66;94.33;75.38;-144.22;2.0;988.69;65.878;;;;NaN;;;;;0 / 0;13014;2022-11-04 14:58:25:683
-1.1349;-10.8676;3.474;0.7254;-9.5233;-2.2248;1.7742;-3.9372;4.3868;3.6042;3.957;-0.7337;1.0;22.86;32.82;20.28;97.44;76.19;-161.94;2.0;988.88;68.166;;;;NaN;;;;;0 / 0;13514;2022-11-04 14:58:26:183
-3.371;-11.6505;1.3647;1.6289;-9.4956;1.8302;-3.3168;-6.6347;-1.7895;-3.2913;-5.0722;-0.143;1.0;10.5;34.2;26.76;15.5;75.53;-41.67;2.0;988.81;61.992;;;;NaN;;;;;0 / 0;14015;2022-11-04 14:58:26:684
-2.7773;-8.3561;-1.2905;1.2409;-9.5249;-1.9767;-1.2816;-2.8966;2.2999;-0.1184;0.7444;-0.2255;1.0;19.86;29.82;26.28;103.55;72.07;-158.46;2.0;988.81;66.882;;;;NaN;;;;;0 / 0;14514;2022-11-04 14:58:27:183
