sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.1085;3.7637;6.9842;1.7096;8.0009;5.4068;-1.7527;-3.6027;-0.4289;0.4715;0.1261;-0.4917;144.0;-15.12;-61.38;-35.88;179.93;-52.79;-22.61;2.0;982.41;59.439;;;;NaN;;;;;0 / 0;10;2022-10-30 20:19:28:390
-1.1756;3.1412;10.0919;2.1618;7.3079;6.1718;-2.6286;-4.7724;4.2337;-0.2646;0.3332;0.4844;226.0;-11.28;-56.22;-36.84;166.44;-51.95;-15.08;2.0;982.56;59.149;;;;NaN;;;;;0 / 0;510;2022-10-30 20:19:28:890
2.6145;3.2489;15.3426;2.6632;7.4592;5.7825;-0.4079;-4.6963;2.564;0.4275;-0.3607;-0.5467;931.0;-11.94;-51.36;-33.42;199.53;-48.15;-24.59;2.0;982.31;62.037;;;;NaN;;;;;0 / 0;1010;2022-10-30 20:19:29:390
-1.0271;4.8964;13.5898;1.9738;8.556;4.3669;1.1889;-0.1784;3.5128;0.386;0.3589;0.1338;16.0;-11.64;-53.76;-30.12;255.28;-58.98;-22.77;2.0;982.35;58.298;;;;NaN;;;;;0 / 0;1511;2022-10-30 20:19:29:891
-1.0343;5.744;11.1693;1.4794;8.1841;5.1964;-2.7795;-3.0698;3.3512;0.0977;1.4328;-0.0165;79.0;-12.18;-51.06;-37.92;355.43;-56.48;-18.11;2.0;982.36;56.832;;;;NaN;;;;;0 / 0;2011;2022-10-30 20:19:30:391
-2.6336;2.8395;4.7597;4.7144;7.7418;3.743;-4.4894;-4.014;2.4464;0.9474;-0.6527;2.4826;546.0;-33.18;-57.12;-33.6;49.08;-60.0;-28.57;2.0;982.34;59.864;;;;NaN;;;;;0 / 0;2510;2022-10-30 20:19:30:890
8.9666;-4.7716;2.6312;7.0679;-6.7867;0.3932;1.3217;0.868;5.8607;-1.6115;-0.1909;2.1289;30.0;-46.5;32.46;-19.14;314.1;26.95;-74.89;2.0;982.38;60.221;;;;NaN;;;;;0 / 0;3011;2022-10-30 20:19:31:391
3.2034;-4.1348;-0.5028;9.3062;-2.4722;-1.8582;-4.5465;-1.3561;4.1327;0.857;-1.1976;0.3109;10.0;-68.58;10.68;5.76;213.06;20.85;-102.61;2.0;982.54;57.7;;;;NaN;;;;;0 / 0;3511;2022-10-30 20:19:31:891
7.3529;-7.9155;8.5141;8.9567;-3.2905;-2.2626;-0.8616;-4.1198;4.3576;1.3615;0.6619;-0.058;5.0;-73.56;1.62;9.18;217.72;12.98;-105.65;2.0;982.38;56.356;;;;NaN;;;;;0 / 0;4011;2022-10-30 20:19:32:391
7.3649;-3.0215;-5.677;7.6799;-4.9127;-3.6131;-3.4733;1.4435;1.8222;-0.6977;-0.3192;0.8198;0.0;-51.0;2.16;23.28;162.27;25.53;-107.01;2.0;982.53;59.524;;;;NaN;;;;;0 / 0;4510;2022-10-30 20:19:32:890
10.1637;-3.1556;1.3431;4.7018;-6.6341;-5.482;5.8689;2.0587;9.0111;2.1636;-0.9508;-0.7526;0.0;-19.26;-1.08;21.18;188.87;35.61;-143.31;2.0;982.58;61.625;;;;NaN;;;;;0 / 0;5010;2022-10-30 20:19:33:390
6.0265;-4.7788;-2.2458;2.0568;-8.7694;-3.8777;4.6999;1.0646;7.3325;-0.2261;0.6448;1.273;0.0;-14.28;1.98;5.46;221.94;61.35;-145.3;2.0;982.73;61.516;;;;NaN;;;;;0 / 0;5511;2022-10-30 20:19:33:891
-0.1867;-6.4359;-7.5229;-2.8924;-8.507;-3.9288;4.7862;-2.3534;-3.5605;1.6682;0.1005;-0.4007;0.0;2.64;-3.18;-7.2;66.66;52.96;156.75;2.0;982.5;63.844;;;;NaN;;;;;0 / 0;6011;2022-10-30 20:19:34:391
1.221;-8.4614;-1.5371;-5.9024;-7.7602;1.0537;1.9831;-1.4961;1.0053;1.1667;0.5024;0.4142;0.0;9.24;-2.22;-35.28;97.52;53.17;97.4;2.0;982.39;67.184;;;;NaN;;;;;0 / 0;6510;2022-10-30 20:19:34:890
-0.8643;-11.2985;-0.5148;-5.8385;-7.0754;-3.4671;4.5049;-0.6079;4.3171;-1.0978;-2.222;-0.4704;0.0;11.7;33.18;-16.86;48.83;51.39;115.9;2.0;982.4;66.558;;;;NaN;;;;;0 / 0;7010;2022-10-30 20:19:35:390
-2.6887;-8.1645;0.5124;-5.6141;-8.0272;-0.4643;7.7952;-4.5713;1.4842;1.8686;0.1836;-0.3073;0.0;1.26;47.1;-0.9;2.22;49.77;99.51;2.0;982.96;67.113;;;;NaN;;;;;0 / 0;7511;2022-10-30 20:19:35:891
-2.0231;-13.5323;2.6408;-5.3587;-7.8349;-2.4633;3.9078;-6.2289;-0.4864;-2.2768;0.2477;-0.9407;0.0;-8.52;36.48;2.88;354.76;53.5;87.7;2.0;982.4;62.045;;;;NaN;;;;;0 / 0;8011;2022-10-30 20:19:36:391
-2.6384;-4.4604;-6.1678;-5.6346;-7.9476;-1.1208;13.4137;-13.5122;11.8136;-0.5303;-3.572;0.6096;0.0;-12.96;10.86;-0.54;357.42;54.05;97.76;2.0;982.85;65.1;;;;NaN;;;;;0 / 0;8511;2022-10-30 20:19:36:891
2.7605;-10.2355;-0.9481;-5.8246;-7.6619;1.8816;13.1918;-6.2559;-1.4267;0.3426;0.3601;0.405;0.0;-1.86;7.98;-55.2;96.78;55.05;73.9;2.0;982.5;67.933;;;;NaN;;;;;0 / 0;9010;2022-10-30 20:19:37:390
-0.7207;-3.7014;0.5507;-5.4996;-8.0544;-1.0251;3.3353;5.392;-1.6707;-1.9103;-0.1518;0.5137;0.0;-24.18;40.02;21.06;320.67;48.59;115.78;2.0;982.58;65.298;;;;NaN;;;;;0 / 0;9510;2022-10-30 20:19:37:890
1.0367;-11.8731;0.8068;-5.131;-8.294;1.0256;5.9235;1.669;-1.66;1.2412;0.6613;0.4722;0.0;-39.78;20.94;-15.48;24.75;60.55;82.75;2.0;982.42;66.242;;;;NaN;;;;;0 / 0;10011;2022-10-30 20:19:38:391
-1.6376;-4.0079;0.8811;-5.5123;-7.7045;-2.5346;7.2984;-2.5669;3.3271;-1.2157;-2.324;-0.5308;0.0;-25.14;7.44;-14.28;13.78;54.57;105.99;2.0;982.35;62.856;;;;NaN;;;;;0 / 0;10510;2022-10-30 20:19:38:890
-3.565;-6.5796;-0.4741;-4.4206;-8.5603;1.8303;3.4175;0.5968;-1.6651;1.8276;-0.3839;-0.4368;0.0;-23.64;14.46;-26.16;50.98;61.85;80.91;2.0;982.48;67.046;;;;NaN;;;;;0 / 0;11010;2022-10-30 20:19:39:390
-2.8395;-15.5869;0.6847;-5.0594;-8.3612;-0.8143;4.6476;-5.9038;4.7408;-2.8553;0.4133;-0.7453;0.0;-16.26;23.34;-14.34;36.0;53.98;77.27;2.0;982.42;60.732;;;;NaN;;;;;0 / 0;11511;2022-10-30 20:19:39:891
0.589;-23.4973;-3.134;-4.5892;-8.6663;-0.059;2.286;6.988;6.6098;-1.2615;1.0455;-0.4496;0.0;-15.6;8.28;9.6;331.12;60.67;89.6;2.0;982.78;65.538;;;;NaN;;;;;0 / 0;12010;2022-10-30 20:19:40:390
8.0735;-12.6058;-0.5483;-5.6159;-7.3435;3.2717;4.2728;-6.7826;-9.8489;-3.2163;-0.5727;-0.5852;0.0;-14.28;8.16;-24.9;84.62;49.9;54.28;2.0;982.44;65.05;;;;NaN;;;;;0 / 0;12511;2022-10-30 20:19:40:891
-3.3806;-2.4229;-2.3439;-2.7597;-9.3289;1.2349;-3.5206;2.3591;-8.3387;-1.1876;-0.9752;0.3702;0.0;-23.28;27.06;16.02;322.26;67.4;104.21;2.0;982.67;64.933;;;;NaN;;;;;0 / 0;13010;2022-10-30 20:19:41:390
