sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2689;4.3167;9.0384;-1.4417;5.1451;8.2231;-0.7849;0.4073;-2.2181;-0.422;-0.3656;0.1085;1005.0;20.64;-29.46;-75.06;330.5;-30.23;9.82;5.0;989.26;54.627;;;;NaN;;;;;0 / 0;15;2022-11-04 13:45:06:931
-0.4142;4.7453;8.7176;-0.5003;4.6775;8.6047;0.0693;0.2668;-0.7179;-0.1044;-0.2819;-0.2574;966.0;8.7;-26.34;-80.52;351.17;-28.94;4.52;5.0;989.28;54.905;;;;NaN;;;;;0 / 0;515;2022-11-04 13:45:07:431
-0.4956;4.5753;9.218;-0.7556;4.5456;8.6566;-0.1231;0.068;0.1855;0.0227;-0.0186;0.0254;957.0;11.64;-25.5;-81.3;343.87;-27.8;5.19;5.0;989.33;56.114;;;;NaN;;;;;0 / 0;1015;2022-11-04 13:45:07:931
0.0886;5.2723;7.6953;-0.8592;4.7736;8.5232;1.1417;0.276;-1.9939;-0.1306;0.0156;-0.189;966.0;12.9;-28.8;-79.86;344.55;-29.72;6.31;5.0;989.32;56.744;;;;NaN;;;;;0 / 0;1515;2022-11-04 13:45:08:431
12.5172;2.2338;6.0289;8.8428;0.0288;4.2397;4.194;3.1746;4.1164;-1.3231;0.657;2.2368;935.0;-101.94;18.06;-67.62;316.83;-0.17;-64.38;5.0;989.28;56.306;;;;NaN;;;;;0 / 0;2014;2022-11-04 13:45:08:930
6.3737;1.9201;8.0424;6.0279;2.1695;7.4248;-0.7269;1.5223;-0.9625;-0.3603;0.9875;-2.6312;17.0;-70.02;11.58;-89.1;318.54;-0.13;-43.67;5.0;989.38;56.752;;;;NaN;;;;;0 / 0;2515;2022-11-04 13:45:09:431
1.3695;3.6775;8.6458;0.5139;3.4447;9.1673;0.53;-0.2341;0.2972;-0.0384;-0.1573;0.0627;27.0;-13.38;-12.24;-97.38;9.49;-22.82;-5.0;5.0;989.38;55.713;;;;NaN;;;;;0 / 0;3015;2022-11-04 13:45:09:931
15.7473;2.3008;6.9124;7.525;1.8467;6.0112;10.1424;2.2713;3.1781;0.4656;0.5715;2.8525;55.0;-88.08;9.0;-83.46;4.07;-25.19;-44.67;5.0;989.34;54.976;;;;NaN;;;;;0 / 0;3515;2022-11-04 13:45:10:431
6.7903;-7.7264;7.8389;6.292;-7.1637;2.2938;2.4375;6.7089;-1.8485;-2.0103;-0.0877;3.657;3.0;-42.54;90.72;-55.86;331.92;16.12;-69.89;5.0;989.34;55.79;;;;NaN;;;;;0 / 0;4014;2022-11-04 13:45:10:930
2.5953;-8.9786;0.8643;2.2703;-9.5297;-0.4486;0.7608;0.2447;1.083;-0.2773;0.8103;-0.1218;3.0;3.3;117.0;-32.58;320.36;71.75;-90.56;5.0;989.58;59.202;;;;NaN;;;;;0 / 0;4514;2022-11-04 13:45:11:430
-3.0478;-10.9274;0.7877;-1.5333;-9.6842;-0.1895;2.5365;3.2171;0.1943;-0.0696;-0.0308;0.1983;3.0;64.8;110.82;-40.26;144.73;81.16;85.89;5.0;989.42;72.762;;;;NaN;;;;;0 / 0;5017;2022-11-04 13:45:11:933
-2.387;-9.2874;-1.1229;-2.1818;-9.505;-1.0315;0.5921;-0.0457;-0.5918;-0.2027;-0.4432;0.0199;3.0;79.26;106.32;-20.94;132.02;76.45;109.03;5.0;989.41;68.719;;;;NaN;;;;;0 / 0;5517;2022-11-04 13:45:12:433
-2.7222;-9.3808;-0.656;-2.6669;-9.4097;-0.7174;0.0309;0.1223;0.0925;0.0178;0.0064;0.0163;3.0;76.98;108.0;-26.4;125.33;73.93;106.98;5.0;989.37;58.057;;;;NaN;;;;;0 / 0;6015;2022-11-04 13:45:12:931
-2.7198;-9.3185;-0.5914;-2.7909;-9.3857;-0.5379;-0.0271;0.0624;0.1093;0.008;-0.0455;0.0065;3.0;77.58;107.28;-28.14;130.18;73.1;101.73;5.0;989.39;61.856;;;;NaN;;;;;0 / 0;6515;2022-11-04 13:45:13:431
-2.5881;-9.4167;-0.5267;-2.6667;-9.425;-0.4768;0.0499;0.0634;-0.1002;-0.0054;0.0192;-0.021;3.0;76.56;108.3;-28.56;132.77;73.75;99.44;5.0;989.38;55.702;;;;NaN;;;;;0 / 0;7014;2022-11-04 13:45:13:930
-2.0063;-9.1725;-1.5107;-2.1123;-9.4773;-1.3742;-0.1167;0.64;0.1843;-0.2797;-0.3485;-0.2336;3.0;63.72;117.0;-22.62;107.24;75.03;116.44;5.0;989.54;65.366;;;;NaN;;;;;0 / 0;7515;2022-11-04 13:45:14:431
-4.9156;-8.3537;-2.727;-3.9112;-8.772;-1.9812;-0.5444;1.431;-0.6021;-0.0341;-0.117;-0.1169;3.0;95.46;100.26;-14.16;115.16;64.07;117.37;5.0;989.76;60.057;;;;NaN;;;;;0 / 0;8014;2022-11-04 13:45:14:930
-0.8643;-10.2188;0.3136;-1.4706;-9.6844;-0.4682;0.1059;-0.5439;-0.2333;0.7081;0.8812;-0.0271;3.0;95.22;107.4;1.14;139.1;76.31;120.52;5.0;989.21;60.597;;;;NaN;;;;;0 / 0;8515;2022-11-04 13:45:15:431
-3.7661;-10.1326;-0.9194;-1.8905;-9.5824;0.8799;1.9024;-2.1447;-3.5543;-2.5863;2.1328;-0.6624;3.0;100.2;107.16;22.26;243.73;76.19;52.59;5.0;989.23;60.141;;;;NaN;;;;;0 / 0;9015;2022-11-04 13:45:15:931
-3.1963;-8.5691;-8.3225;-1.6738;-8.6714;-4.2632;2.0521;6.5047;-4.6986;-0.4465;-0.1066;-0.0076;3.0;81.84;87.42;79.98;133.52;61.3;160.63;5.0;990.01;67.959;;;;NaN;;;;;0 / 0;9515;2022-11-04 13:45:16:431
0.4956;-9.5987;-0.9888;-2.224;-9.5018;0.9692;1.6374;-0.6786;-2.6667;1.0789;0.7908;0.3803;3.0;58.32;106.56;48.24;226.72;79.68;94.13;5.0;989.23;65.452;;;;NaN;;;;;0 / 0;10015;2022-11-04 13:45:16:931
-0.9002;-5.483;-0.3687;-1.2821;-8.1334;-5.3267;-0.6213;3.254;5.5685;-2.7427;-2.916;-0.8878;3.0;31.14;51.6;90.3;179.14;71.98;161.67;5.0;989.27;59.855;;;;NaN;;;;;0 / 0;10515;2022-11-04 13:45:17:431
-1.5419;-8.2316;-0.5076;-0.6759;-9.4589;-2.4986;-2.6616;2.3071;1.4619;1.7624;2.4499;0.3058;3.0;25.38;50.4;65.7;178.61;60.51;159.98;5.0;989.69;70.109;;;;NaN;;;;;0 / 0;11015;2022-11-04 13:45:17:931
-1.6568;-13.2642;0.3759;-1.99;-9.5987;-0.2732;-6.1793;-3.5482;1.2142;-1.7452;1.6619;-1.3197;3.0;4.8;44.16;44.1;313.21;73.04;51.52;5.0;989.15;54.235;;;;NaN;;;;;0 / 0;11515;2022-11-04 13:45:18:431
-5.5022;-14.6337;-12.0144;-1.9423;-8.6903;-4.1081;3.6757;7.6608;-6.5967;-0.5515;0.6875;-0.7302;3.0;17.7;16.8;36.24;172.87;58.5;157.95;5.0;989.68;61.106;;;;NaN;;;;;0 / 0;12015;2022-11-04 13:45:18:931
2.3272;-13.3001;-0.6416;-2.2409;-9.3556;1.9027;-3.278;-3.0849;-5.5515;0.2542;0.5287;0.3003;3.0;3.54;21.42;16.14;312.33;76.65;45.6;5.0;989.26;64.836;;;;NaN;;;;;0 / 0;12515;2022-11-04 13:45:19:431
-1.3479;-2.636;-5.4447;-1.6086;-8.7294;-4.1689;-4.0229;0.8642;-4.4194;1.6415;-1.0058;-0.4468;3.0;12.54;20.7;11.28;82.27;54.0;167.67;5.0;989.3;64.914;;;;NaN;;;;;0 / 0;13015;2022-11-04 13:45:19:931
1.5012;-8.8469;0.1484;-0.9825;-9.7454;0.4808;2.6249;-0.4781;-1.7569;1.4521;1.792;0.4591;3.0;23.76;35.94;-1.02;100.35;81.75;154.82;5.0;989.13;66.064;;;;NaN;;;;;0 / 0;13515;2022-11-04 13:45:20:431
-1.7909;-7.5684;0.6201;-0.5403;-8.7397;-4.4153;0.1549;2.378;3.7809;-1.2943;-2.2752;-0.0644;3.0;28.68;54.9;38.22;176.44;78.41;145.32;5.0;989.05;64.584;;;;NaN;;;;;0 / 0;14015;2022-11-04 13:45:20:931
5.3011;-18.8813;6.4431;-1.0011;-9.3326;-2.8409;-0.026;0.7826;3.777;2.512;1.5128;0.2893;3.0;34.62;53.52;53.7;165.08;58.68;153.37;5.0;989.42;63.587;;;;NaN;;;;;0 / 0;14515;2022-11-04 13:45:21:431
1.5586;-10.1924;-1.0463;-2.4965;-9.4817;0.1852;-1.9041;-5.2118;1.893;-2.5503;0.398;-1.5909;3.0;13.86;56.58;43.2;306.2;71.57;53.74;5.0;989.35;55.32;;;;NaN;;;;;0 / 0;15015;2022-11-04 13:45:21:931
