sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.2098;4.5346;9.3999;-1.2365;4.0414;8.8492;-0.0295;-0.2771;-1.2699;-0.1503;-0.1217;-0.553;2.0;17.58;-14.88;-34.44;275.16;-24.77;5.74;2.0;984.66;52.174;;;;NaN;;;;;0 / 0;12;2022-10-31 20:20:25:305
0.5626;4.367;8.0137;0.548;4.1663;8.8607;0.0817;-0.4508;-3.139;0.0629;-0.1993;-0.192;2.0;13.26;-19.74;-37.86;265.93;-25.73;0.99;2.0;984.72;63.418;;;;NaN;;;;;0 / 0;511;2022-10-31 20:20:25:804
0.1556;3.5099;6.4168;0.0883;4.1909;8.8656;-0.3931;-0.966;-1.2982;-0.0079;0.1752;-0.4375;2.0;8.16;-17.4;-40.5;281.38;-25.3;-0.57;2.0;984.62;47.848;;;;NaN;;;;;0 / 0;1012;2022-10-31 20:20:26:305
0.9242;3.7182;7.7862;0.5863;4.0072;8.9314;0.698;-0.7408;-1.0265;-0.6243;0.2607;0.235;2.0;8.34;-18.72;-41.4;265.51;-24.12;-3.76;2.0;984.66;53.17;;;;NaN;;;;;0 / 0;1512;2022-10-31 20:20:26:805
1.2115;3.2513;9.0863;0.5642;4.0247;8.9249;1.6608;-1.0217;0.7561;0.2101;-0.308;-0.8822;5.0;3.54;-18.36;-43.02;279.27;-24.23;-3.62;2.0;984.67;52.47;;;;NaN;;;;;0 / 0;2012;2022-10-31 20:20:27:305
-1.0534;2.7509;11.3129;-0.0011;3.5878;9.1268;-0.1772;-0.4435;9.184;-0.0867;0.0347;0.951;10.0;5.52;-18.3;-40.98;270.36;-23.67;1.45;2.0;984.7;61.184;;;;NaN;;;;;0 / 0;2512;2022-10-31 20:20:27:805
1.8555;2.9473;13.8699;0.5187;3.3688;9.1952;0.7782;0.6758;2.5413;-0.8033;-0.0435;-0.9232;14.0;5.16;-19.14;-40.62;257.96;-23.12;-2.8;2.0;984.67;60.638;;;;NaN;;;;;0 / 0;3012;2022-10-31 20:20:28:305
-0.8284;3.7781;7.463;-0.4277;4.6221;8.6385;0.5159;0.0842;-2.908;-0.0079;0.5099;0.2711;17.0;3.42;-21.0;-40.62;305.66;-28.71;1.64;2.0;984.7;56.776;;;;NaN;;;;;0 / 0;3512;2022-10-31 20:20:28:805
2.7414;3.1915;9.2347;-0.1151;3.5667;9.1343;-0.9107;-1.5593;0.048;0.7727;0.0249;0.2943;21.0;8.76;-21.66;-39.42;233.62;-21.33;0.72;2.0;984.92;62.379;;;;NaN;;;;;0 / 0;4012;2022-10-31 20:20:29:305
5.7009;3.1843;6.1989;6.0458;2.2628;7.3823;-2.3144;0.326;-1.1231;-0.9084;0.4097;-0.6587;8.0;-22.92;-16.08;-36.66;234.07;-15.17;-39.41;2.0;984.71;58.778;;;;NaN;;;;;0 / 0;4512;2022-10-31 20:20:29:805
7.147;-3.5721;5.3489;8.2008;-3.1411;4.3647;-0.0421;0.4895;-0.6804;2.2504;-0.5481;2.0004;1.0;-28.98;-3.96;-27.6;221.21;9.09;-58.76;2.0;984.69;58.406;;;;NaN;;;;;0 / 0;5012;2022-10-31 20:20:30:305
