sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4884;-7.9036;-0.8906;0.617;-9.7713;-0.5569;1.8179;0.132;0.4132;-0.0962;-0.426;0.3237;0.0;-28.86;45.78;-9.48;292.76;78.91;-170.06;5.0;990.99;71.955;;;;NaN;;;;;0 / 0;8017;2022-11-02 13:49:19:502
-0.0551;-8.4063;-0.6225;-1.9063;-7.3133;-6.2491;1.2312;-2.0723;3.3593;-2.3393;-2.258;0.1172;0.0;-22.92;37.02;26.22;262.4;66.11;167.66;5.0;991.14;63.495;;;;NaN;;;;;0 / 0;8517;2022-11-02 13:49:20:002
-1.7382;1.0151;-2.1907;-3.7142;-6.4452;-6.3901;-6.5836;-6.7782;-6.3928;1.6582;1.1824;-0.1363;0.0;-12.6;29.46;39.18;284.68;35.35;149.04;5.0;993.32;70.907;;;;NaN;;;;;0 / 0;9017;2022-11-02 13:49:20:502
1.4988;-9.8285;-2.9018;-0.1427;-9.7544;-1.0004;1.0668;0.6873;-1.7697;0.4896;0.4274;0.1368;0.0;-34.08;42.3;-12.9;309.75;79.32;170.24;5.0;991.19;61.254;;;;NaN;;;;;0 / 0;9517;2022-11-02 13:49:21:002
-3.1292;-6.8094;-4.2306;0.2425;-9.1488;-3.523;-0.288;-0.481;-1.6608;-1.1713;4.2764;-3.168;0.0;-34.86;45.66;1.5;301.03;76.89;160.1;5.0;991.38;61.86;;;;NaN;;;;;0 / 0;10017;2022-11-02 13:49:21:502
-1.3384;-2.4397;-6.0983;-0.1754;-7.5661;-6.2364;-9.6076;-13.3119;-7.3462;0.7749;-0.3496;1.0915;0.0;-39.12;33.84;27.54;281.5;42.84;174.68;5.0;992.44;65.659;;;;NaN;;;;;0 / 0;10517;2022-11-02 13:49:22:002
2.2553;-9.6106;-0.419;0.5865;-9.7458;-0.9193;0.0264;0.8678;-0.704;0.1695;-0.0137;0.0885;0.0;-37.8;42.96;-16.8;286.62;79.95;-162.67;5.0;991.65;65.826;;;;NaN;;;;;0 / 0;11017;2022-11-02 13:49:22:502
-1.3144;-6.8286;-2.1883;-1.8818;-6.7109;-6.8988;1.0343;0.8998;3.9419;-2.6967;-1.7082;0.4575;0.0;-31.86;36.6;27.12;262.99;61.12;176.7;5.0;991.51;60.054;;;;NaN;;;;;0 / 0;11517;2022-11-02 13:49:23:002
0.7183;-7.9371;-1.0056;0.0343;-9.479;-2.5136;1.3974;-1.0678;2.0084;1.8366;1.3761;0.3542;0.0;-41.52;41.04;-7.26;303.44;62.89;176.21;5.0;991.87;68.783;;;;NaN;;;;;0 / 0;12017;2022-11-02 13:49:23:502
5.5908;-14.7728;-5.6913;-0.4756;-9.4573;-2.55;1.4261;0.0071;3.2132;-2.7162;-2.685;-0.7979;0.0;-33.3;43.86;-20.22;23.19;83.7;95.33;5.0;991.48;58.475;;;;NaN;;;;;0 / 0;12518;2022-11-02 13:49:24:003
-4.4317;-1.5706;-10.3169;-2.2898;-7.243;-6.2021;-16.0527;-16.2831;-6.8658;1.8127;1.0486;-0.2188;0.0;-35.76;38.94;18.36;305.86;37.65;157.8;5.0;992.59;65.285;;;;NaN;;;;;0 / 0;13017;2022-11-02 13:49:24:502
0.917;-8.222;-1.4557;-0.5863;-9.7316;-1.0592;2.8847;0.528;-1.5625;0.5397;-0.2501;0.072;0.0;-39.6;36.54;-28.14;328.84;78.85;160.04;5.0;991.41;68.217;;;;NaN;;;;;0 / 0;13517;2022-11-02 13:49:25:002
-2.4684;-6.467;-4.7309;-1.8227;-7.9755;-5.4073;0.4676;-0.7061;1.8471;-1.9752;-1.9684;0.1135;0.0;-38.04;42.12;-5.22;311.01;72.78;159.73;5.0;991.43;63.651;;;;NaN;;;;;0 / 0;14018;2022-11-02 13:49:25:503
-1.2617;-6.7998;-1.1109;-0.9823;-9.3012;-2.9482;1.746;-0.1131;2.297;1.7419;1.2832;0.0213;0.0;-44.16;31.86;-16.2;319.71;58.65;160.02;5.0;992.71;65.246;;;;NaN;;;;;0 / 0;14517;2022-11-02 13:49:26:002
4.2617;-15.2924;-2.3966;-1.2845;-9.7156;-0.3557;-3.9184;-0.8527;-1.9571;0.3577;0.3632;0.5014;0.0;-34.62;25.32;-38.22;3.87;83.24;133.29;5.0;991.41;61.16;;;;NaN;;;;;0 / 0;15017;2022-11-02 13:49:26:502
-2.5307;-2.3296;-4.8076;-3.0448;-6.4912;-6.6905;0.8804;4.5734;-2.4125;0.3619;0.1134;-0.9286;0.0;-32.94;31.08;4.5;314.13;37.37;153.58;5.0;991.55;68.632;;;;NaN;;;;;0 / 0;15517;2022-11-02 13:49:27:002
0.2921;-9.4861;-1.0391;-0.4847;-9.7453;-0.9816;1.009;0.7357;-1.2306;0.1933;0.1348;0.047;0.0;-26.52;16.44;-36.36;341.48;78.71;162.58;5.0;991.37;68.742;;;;NaN;;;;;0 / 0;16020;2022-11-02 13:49:27:505
-0.3711;-7.621;-1.5395;-1.6469;-8.0681;-5.3258;1.3405;0.356;2.4408;-2.514;-1.2782;0.3506;0.0;-21.84;27.3;-22.2;341.11;77.01;157.08;5.0;991.3;67.567;;;;NaN;;;;;0 / 0;16517;2022-11-02 13:49:28:002
0.6033;-7.9443;-1.2163;-1.0137;-8.8142;-4.1777;-0.4851;-3.454;1.7452;1.6704;1.2557;0.4465;0.0;-22.62;24.12;-20.58;334.64;50.28;165.09;5.0;992.23;64.863;;;;NaN;;;;;0 / 0;17018;2022-11-02 13:49:28:503
-2.3511;-12.2706;-1.0918;-1.4222;-9.7028;-0.049;-2.4851;-2.4816;-5.8051;0.1494;0.067;0.4758;0.0;-7.86;11.7;-38.58;72.85;85.04;94.19;5.0;991.29;64.033;;;;NaN;;;;;0 / 0;17518;2022-11-02 13:49:29:003
-2.0279;2.2434;-4.707;-2.2131;-7.408;-6.0327;-16.3521;-13.3815;3.4279;2.434;-0.5787;-1.0453;0.0;-13.38;28.62;-6.12;341.5;36.6;158.31;5.0;992.46;65.656;;;;NaN;;;;;0 / 0;18017;2022-11-02 13:49:29:502
0.6847;-9.2276;-1.822;-0.5605;-9.7807;-0.44;1.1279;1.3672;-0.8409;0.8134;0.7169;-0.1827;0.0;-7.08;20.58;-30.06;17.46;80.74;147.73;5.0;991.26;66.142;;;;NaN;;;;;0 / 0;18518;2022-11-02 13:49:30:003
-1.8603;-6.5915;0.3448;-1.1938;-9.4775;-2.2186;1.7851;3.2164;1.9983;-1.15;-0.9269;-0.5071;0.0;-8.4;29.94;-19.08;39.54;80.41;109.09;5.0;991.16;59.403;;;;NaN;;;;;0 / 0;19017;2022-11-02 13:49:30:502
-2.0782;-7.9299;-7.5301;-1.5261;-9.0232;-3.5245;0.4128;-5.4452;-10.0318;-0.8708;-0.7003;-0.1222;0.0;-17.88;34.74;-2.22;325.7;60.38;161.1;5.0;991.61;59.684;;;;NaN;;;;;0 / 0;19517;2022-11-02 13:49:31:002
0.9146;-8.9259;-0.0479;-0.25;-9.8032;0.0755;0.001;1.4471;0.5566;1.4572;0.6546;0.276;0.0;-23.52;33.84;-20.58;330.53;80.75;165.19;5.0;991.34;65.719;;;;NaN;;;;;0 / 0;20017;2022-11-02 13:49:31:502
-0.6033;-8.6505;-2.6959;-1.2025;-8.689;-4.3846;1.6813;0.8549;3.6519;-2.7034;-1.8383;-0.1015;0.0;-27.96;35.82;2.52;297.73;77.87;159.62;5.0;991.34;58.762;;;;NaN;;;;;0 / 0;20523;2022-11-02 13:49:32:008
1.087;-10.8796;-3.8188;-0.1128;-9.4287;-2.6939;9.5846;-6.0361;3.2997;2.0968;1.4677;0.4795;0.0;-35.76;30.6;8.04;295.21;64.63;160.65;5.0;992.11;60.179;;;;NaN;;;;;0 / 0;21018;2022-11-02 13:49:32:503
-0.1963;-13.7765;-0.9744;-1.368;-9.64;1.1705;0.4965;-3.2148;-0.8952;-1.0027;0.2313;0.1062;0.0;-25.44;28.98;-25.62;97.63;73.91;24.91;5.0;991.46;59.961;;;;NaN;;;;;0 / 0;21518;2022-11-02 13:49:33:003
-6.0433;-10.3337;-9.5196;-1.841;-9.0831;-3.206;-7.5087;-13.6457;-11.7727;-0.1933;-1.7846;1.5918;0.0;-14.88;15.42;7.62;289.52;58.76;159.03;5.0;991.67;62.807;;;;NaN;;;;;0 / 0;22017;2022-11-02 13:49:33:502
0.1532;-9.3497;0.2394;-1.4926;-9.6647;0.7315;2.0361;-0.2428;-1.7323;1.1634;0.7798;0.4874;0.0;-9.36;9.18;-9.48;16.2;80.26;117.11;5.0;991.36;64.053;;;;NaN;;;;;0 / 0;22517;2022-11-02 13:49:34:002
0.0622;-4.5849;-1.5347;-1.5673;-8.9351;-3.7252;-0.6545;2.3364;2.3486;-0.9355;-1.9855;-0.5773;0.0;1.62;10.44;-9.24;44.16;74.71;137.7;5.0;991.35;55.232;;;;NaN;;;;;0 / 0;23018;2022-11-02 13:49:34:503
-6.4982;-8.4901;-2.7366;-1.8887;-8.7905;-3.9154;-4.8728;1.0138;-0.1332;0.5098;0.0877;-0.1277;0.0;-3.0;16.98;-7.08;2.1;59.68;152.63;5.0;992.18;57.626;;;;NaN;;;;;0 / 0;23517;2022-11-02 13:49:35:002
0.8787;-9.558;-0.0982;-0.4587;-9.7299;1.1356;0.6957;0.385;-1.1524;0.919;1.2685;0.0036;0.0;4.02;13.68;-20.52;118.18;87.89;71.37;5.0;991.11;62.076;;;;NaN;;;;;0 / 0;24017;2022-11-02 13:49:35:502
-3.1532;-12.4789;-0.2825;-0.6067;-9.4422;-2.5782;-0.8969;-0.0032;2.966;-2.3906;0.8629;-1.0526;0.0;18.36;17.4;-7.26;179.13;79.51;69.47;5.0;991.52;62.786;;;;NaN;;;;;0 / 0;24517;2022-11-02 13:49:36:002
-1.8411;-8.6697;-4.367;-0.2996;-9.0836;-3.6835;-2.8703;-0.6156;0.6429;0.8537;2.1201;0.0854;0.0;21.42;19.8;-4.32;68.05;69.9;174.1;5.0;991.98;65.429;;;;NaN;;;;;0 / 0;25017;2022-11-02 13:49:36:502
1.2689;-9.522;-1.2354;-0.1217;-9.7799;-0.7127;2.0467;-0.0773;-1.0758;0.0186;1.1574;0.6933;0.0;23.88;15.78;9.0;99.17;85.11;-171.67;5.0;991.46;63.285;;;;NaN;;;;;0 / 0;25517;2022-11-02 13:49:37:002
-2.4325;-9.625;-1.3431;-2.3353;-9.4336;-1.3125;0.1925;0.3258;0.1992;-0.0938;0.004;0.1343;0.0;19.56;11.16;21.24;203.13;74.76;116.25;5.0;991.39;64.54;;;;NaN;;;;;0 / 0;26018;2022-11-02 13:49:37:503
-0.6297;-7.3385;-4.5825;-1.958;-8.7372;-3.9998;1.7689;0.915;-2.3212;-1.9923;-1.2067;-0.6299;0.0;25.56;3.12;24.0;176.32;71.04;136.08;5.0;991.51;57.643;;;;NaN;;;;;0 / 0;26517;2022-11-02 13:49:38:002
-1.4533;-8.5117;-5.1383;-0.3625;-8.375;-5.0891;0.6689;-1.7217;-2.362;0.5318;-2.1486;-1.3696;0.0;28.14;27.54;-4.56;56.36;55.28;176.85;5.0;991.81;70.466;;;;NaN;;;;;0 / 0;27017;2022-11-02 13:49:38:502
-0.431;-11.7103;-3.1556;-0.7547;-9.6937;-1.278;0.7092;2.585;1.5749;1.7584;0.1885;-0.0153;0.0;19.68;27.42;-17.46;51.25;71.15;164.4;5.0;991.6;65.945;;;;NaN;;;;;0 / 0;27518;2022-11-02 13:49:39:003
-3.3639;-12.9673;0.9385;-0.1072;-8.8368;-4.2508;0.6938;-1.2622;3.5277;-1.8457;-2.7681;-0.6641;0.0;11.52;26.58;-6.0;86.62;78.69;133.18;5.0;991.32;60.79;;;;NaN;;;;;0 / 0;28017;2022-11-02 13:49:39:502
7.0656;-18.6347;1.5012;-0.5792;-9.146;-3.4907;-1.5253;0.4213;3.244;1.4413;2.1952;0.3243;0.0;0.0;23.64;-14.46;8.64;59.67;165.04;5.0;991.52;64.122;;;;NaN;;;;;0 / 0;28517;2022-11-02 13:49:40:002
-2.8683;-11.3009;1.3838;-1.2509;-9.7099;-0.5689;1.7345;0.2812;4.6031;-2.4053;-0.1951;-0.5547;0.0;8.4;20.16;-29.4;136.34;83.5;55.92;5.0;991.57;65.828;;;;NaN;;;;;0 / 0;29017;2022-11-02 13:49:40:502
-2.6863;-9.7136;-6.57;-0.866;-8.5431;-4.7366;-2.9863;1.6475;0.1421;-0.1811;0.4084;0.0445;0.0;-1.98;40.68;-14.46;2.46;60.59;166.22;5.0;991.8;61.843;;;;NaN;;;;;0 / 0;29517;2022-11-02 13:49:41:002
2.1979;-10.0344;1.063;1.9143;-9.6096;0.4013;0.2931;0.5209;0.5085;0.7248;2.442;-0.1271;0.0;11.22;37.92;-31.02;330.52;77.52;-124.47;5.0;991.33;64.628;;;;NaN;;;;;0 / 0;30017;2022-11-02 13:49:41:502
-1.889;-13.6688;0.079;0.9346;-9.5839;-1.856;-1.9617;-3.515;1.3316;-3.5018;1.5477;-0.7508;0.0;30.0;41.52;-4.44;44.34;77.77;-153.27;5.0;991.41;67.736;;;;NaN;;;;;0 / 0;30518;2022-11-02 13:49:42:003
-0.3903;-8.0376;-0.814;1.1587;-8.8989;-3.9543;0.4718;-5.6629;-0.8197;1.2257;1.1134;0.5613;0.0;21.24;42.66;7.92;52.21;61.46;-168.99;5.0;992.02;65.625;;;;NaN;;;;;0 / 0;31017;2022-11-02 13:49:42:502
2.6815;-9.7279;0.3543;1.4609;-9.6969;-0.0751;1.1583;0.0432;0.7;-0.0302;1.1946;0.5638;0.0;18.12;44.22;6.48;21.14;79.92;-100.84;5.0;991.61;58.326;;;;NaN;;;;;0 / 0;31517;2022-11-02 13:49:43:002
-0.9673;-9.7782;-1.0032;0.0246;-9.792;-0.5347;-0.8027;-0.1801;-0.0758;-0.1549;0.5838;0.2174;0.0;20.76;40.02;16.56;57.11;89.54;-108.7;5.0;991.49;64.318;;;;NaN;;;;;0 / 0;32018;2022-11-02 13:49:43:503
-2.0542;-8.9738;-2.4995;-2.1428;-9.5235;-0.9392;1.1373;-1.2962;-1.2276;-0.1604;-1.0754;0.3842;0.0;33.12;34.38;9.9;162.75;79.91;120.92;5.0;991.63;66.666;;;;NaN;;;;;0 / 0;32517;2022-11-02 13:49:44:002
-0.2849;-6.3737;-0.6416;-0.5073;-8.5663;-4.7466;-1.049;3.148;4.1433;-0.4792;-3.2561;-1.4643;0.0;14.4;39.9;2.22;41.34;62.81;176.54;5.0;991.84;60.042;;;;NaN;;;;;0 / 0;33017;2022-11-02 13:49:44:502
0.3759;-8.2196;1.4269;-0.3902;-9.7382;-1.0885;-1.0535;1.8514;-0.3312;1.7553;1.7413;0.1936;0.0;7.38;35.28;-18.06;18.82;70.47;172.1;5.0;992.1;69.166;;;;NaN;;;;;0 / 0;33517;2022-11-02 13:49:45:002
-2.0135;-14.2602;-0.3926;-0.2052;-9.0118;-3.8621;1.5795;-0.3235;4.0153;-1.8879;-3.4852;-0.5596;0.0;11.88;35.22;-9.66;88.3;80.46;119.82;5.0;991.25;60.44;;;;NaN;;;;;0 / 0;34017;2022-11-02 13:49:45:502
-9.5292;3.5913;6.467;-1.3199;-8.7679;-4.1895;5.7204;-8.7391;8.3003;2.0681;1.1635;0.5876;0.0;1.14;36.84;-7.98;9.07;61.65;158.96;5.0;992.19;68.526;;;;NaN;;;;;0 / 0;34518;2022-11-02 13:49:46:003
-8.0783;-17.2748;1.7095;-1.5036;-9.6255;1.1219;2.7845;-3.4902;-1.7564;-3.5745;0.8892;-1.0477;0.0;17.04;24.78;-31.32;174.7;81.09;33.39;5.0;991.47;51.43;;;;NaN;;;;;0 / 0;35017;2022-11-02 13:49:46:502
-0.4381;4.7621;-7.0321;-2.4027;-8.3565;-4.5351;10.1267;-17.7748;1.5543;-1.7107;-1.2568;0.5082;0.0;3.3;36.9;-10.56;16.87;68.0;158.76;5.0;991.61;63.77;;;;NaN;;;;;0 / 0;35517;2022-11-02 13:49:47:002
0.3519;-8.7894;-3.3782;-1.2298;-9.6469;1.2626;7.9195;-0.2582;-1.9833;1.0113;0.6308;0.598;0.0;15.3;24.0;-33.18;143.87;85.26;58.63;5.0;991.5;56.996;;;;NaN;;;;;0 / 0;36018;2022-11-02 13:49:47:503
-1.8028;-3.8595;-1.494;-1.621;-8.249;-5.0494;-1.0534;5.3257;1.5969;0.6668;-0.9648;-0.7508;0.0;8.1;37.02;-7.74;20.02;53.13;165.4;5.0;991.46;56.404;;;;NaN;;;;;0 / 0;36517;2022-11-02 13:49:48:002
0.6536;-8.9043;0.7542;0.4923;-9.7465;-0.9666;-0.3654;2.1374;-0.4556;1.3607;0.7316;0.16;0.0;8.52;32.82;-23.76;18.74;71.67;175.2;5.0;991.52;65.391;;;;NaN;;;;;0 / 0;37017;2022-11-02 13:49:48:502
0.5363;-13.5419;-1.2354;0.1303;-8.8189;-4.2873;-0.3793;-0.8444;1.941;-2.1707;-2.0375;0.5686;0.0;20.88;34.5;-7.02;85.76;85.38;158.49;5.0;991.54;61.207;;;;NaN;;;;;0 / 0;37518;2022-11-02 13:49:49:003
-5.179;-6.491;3.3543;-0.7132;-8.7017;-4.4656;-5.1122;2.2371;3.709;1.6087;1.2215;-0.2487;0.0;20.16;35.82;-6.6;47.46;60.69;166.1;5.0;992.39;62.622;;;;NaN;;;;;0 / 0;38017;2022-11-02 13:49:49:502
-6.1965;-13.7622;2.4062;0.2887;-9.6895;-1.4834;-2.2807;-7.1424;0.3581;-3.6301;0.6149;-0.7533;0.0;27.72;31.14;-7.8;256.05;78.38;10.54;5.0;991.44;62.783;;;;NaN;;;;;0 / 0;38517;2022-11-02 13:49:50:002
-4.1539;1.0463;-10.7934;-1.5753;-8.5958;-4.4497;-6.041;-4.9221;4.2654;-1.7278;0.3932;0.6224;0.0;26.46;32.1;-4.56;62.35;64.81;169.71;5.0;992.51;67.48;;;;NaN;;;;;0 / 0;39017;2022-11-02 13:49:50:502
1.5514;-10.6306;-3.5889;-1.0764;-9.4418;2.4217;11.4939;-1.7347;-3.5039;1.1689;1.1012;0.9388;0.0;33.18;25.32;-14.64;245.04;81.93;5.81;5.0;991.39;57.297;;;;NaN;;;;;0 / 0;39517;2022-11-02 13:49:51:002
-0.8547;-0.0215;1.743;-1.281;-8.5462;-4.636;0.6441;7.2581;2.6895;-1.3222;-0.3368;0.6285;0.0;28.26;31.74;-4.8;54.42;56.4;176.0;5.0;991.85;59.981;;;;NaN;;;;;0 / 0;40018;2022-11-02 13:49:51:503
-0.656;-7.5468;-1.7358;0.2453;-9.7987;0.3074;-1.3921;2.4339;1.8713;1.6606;1.5923;0.3884;0.0;26.82;32.4;-16.02;48.84;78.53;-177.8;5.0;991.35;67.686;;;;NaN;;;;;0 / 0;40517;2022-11-02 13:49:52:002
1.5706;-1.9058;0.759;-0.3717;-8.1713;-5.4093;0.6207;3.8235;6.0175;0.4523;-2.1804;-0.0923;0.0;29.34;30.84;4.86;83.14;75.53;-178.78;5.0;991.36;53.943;;;;NaN;;;;;0 / 0;41018;2022-11-02 13:49:52:503
-0.407;-7.6258;0.1101;-0.2781;-9.7994;0.255;0.6013;3.634;-1.1409;2.0418;2.6375;-0.1235;0.0;31.26;29.7;-12.96;67.86;77.61;169.43;5.0;991.73;69.719;;;;NaN;;;;;0 / 0;41517;2022-11-02 13:49:53:002
-0.1413;-8.2675;1.664;-0.3846;-8.5295;-4.8238;0.557;4.2248;5.6642;-2.6502;-3.8249;-1.6867;0.0;30.72;30.6;4.32;94.87;76.47;168.59;5.0;991.34;53.044;;;;NaN;;;;;0 / 0;42017;2022-11-02 13:49:53:502
6.5341;-19.408;-1.8818;-0.1298;-9.2897;-3.1393;-5.5088;5.5571;3.6971;3.3081;4.3051;-2.063;0.0;26.82;34.74;-7.8;57.73;58.01;161.65;5.0;992.44;64.989;;;;NaN;;;;;0 / 0;42518;2022-11-02 13:49:54:003
5.8038;-13.2235;-0.3328;-1.2588;-9.7235;-0.1957;-4.2266;-6.141;3.0161;-2.3418;-0.3301;-1.3721;0.0;40.08;27.06;-9.6;238.01;74.32;27.81;5.0;991.62;62.587;;;;NaN;;;;;0 / 0;43017;2022-11-02 13:49:54:502
-5.4639;-24.6253;-11.763;-1.5046;-8.7227;-4.2215;-4.3926;7.6836;-3.6988;-1.0437;1.3296;-0.3477;0.0;30.78;37.26;-9.36;63.21;62.17;161.83;5.0;991.86;65.369;;;;NaN;;;;;0 / 0;43518;2022-11-02 13:49:55:003
1.8627;-8.4614;-3.802;-0.5713;-9.6031;1.9038;2.173;-0.3308;-3.97;0.1903;0.4249;0.3909;0.0;33.54;29.76;-17.64;151.7;89.67;90.28;5.0;991.44;56.861;;;;NaN;;;;;0 / 0;44018;2022-11-02 13:49:55:503
-2.1021;-0.5507;-1.4533;-0.9962;-9.118;-3.4698;-6.3136;1.5448;-3.6197;2.3106;-0.3545;-0.8418;0.0;27.0;35.1;-7.68;52.12;54.28;167.08;5.0;991.44;61.527;;;;NaN;;;;;0 / 0;44517;2022-11-02 13:49:56:002
-0.2322;-6.8812;1.8675;-0.3734;-9.7806;0.6086;0.2154;1.4772;-0.3429;1.8873;3.095;0.254;0.0;30.66;32.22;-12.6;65.06;81.76;175.25;5.0;991.55;63.783;;;;NaN;;;;;0 / 0;45018;2022-11-02 13:49:56:503
