sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.9625;3.7254;7.5947;-0.2091;3.9165;8.9882;1.3056;-0.5432;-1.7872;0.3176;-0.0124;0.0221;113.0;13.5;-31.14;-34.26;220.26;-22.58;1.57;5.0;982.8;64.802;;;;NaN;;;;;0 / 0;9;2022-11-05 18:25:51:891
-1.0247;3.2992;7.8581;-0.5793;3.2706;9.227;0.0715;0.5666;0.6613;0.3195;-0.5237;-0.1965;98.0;17.88;-25.44;-36.18;234.49;-19.48;3.59;5.0;982.8;66.431;;;;NaN;;;;;0 / 0;509;2022-11-05 18:25:52:391
-1.2522;1.7597;8.7942;-0.596;3.3237;9.207;0.8771;-0.4282;-1.8621;1.088;-0.3294;0.4003;86.0;18.78;-27.36;-34.8;231.78;-19.81;3.7;5.0;982.79;61.222;;;;NaN;;;;;0 / 0;1009;2022-11-05 18:25:52:891
0.929;2.6408;3.6847;0.485;3.8581;9.0028;1.0025;-4.0507;-6.2968;0.5327;-2.5322;1.6367;77.0;7.26;-29.04;-38.28;217.25;-23.17;-3.08;5.0;982.69;61.507;;;;NaN;;;;;0 / 0;1509;2022-11-05 18:25:53:391
6.9842;-4.8435;0.012;8.0883;-4.8472;2.6932;3.7469;0.4346;-4.9984;3.0977;-0.2292;0.666;3.0;-45.96;-3.9;-16.68;202.73;25.66;-81.74;5.0;982.62;70.905;;;;NaN;;;;;0 / 0;2011;2022-11-05 18:25:53:893
6.491;3.5985;-1.4509;9.5767;-2.0236;0.6014;-3.0857;5.6221;-2.0523;0.3482;-0.9482;-1.4354;0.0;-45.72;-15.3;-12.0;180.62;20.97;-75.78;5.0;983.12;70.38;;;;NaN;;;;;0 / 0;2509;2022-11-05 18:25:54:391
3.9097;-1.5179;1.5395;9.6215;-1.2184;-1.453;-5.7118;-0.2995;2.9925;1.1784;0.7897;2.5224;0.0;-46.38;-21.9;-3.9;213.64;-2.55;-101.79;5.0;982.87;72.177;;;;NaN;;;;;0 / 0;3009;2022-11-05 18:25:54:891
-0.1365;-2.9425;1.573;1.1559;-7.4407;-6.2825;-1.2924;4.4983;7.8555;1.7336;-1.7967;0.341;0.0;-27.42;15.3;25.08;233.73;54.62;-168.39;5.0;982.64;71.823;;;;NaN;;;;;0 / 0;3510;2022-11-05 18:25:55:392
0.8212;-8.8134;0.5962;0.7959;-9.7724;0.1928;0.0254;0.959;0.4033;1.4881;1.1153;1.6263;0.0;-27.84;27.6;-0.42;266.67;70.71;-156.02;5.0;982.61;64.662;;;;NaN;;;;;0 / 0;4010;2022-11-05 18:25:55:892
-0.4357;-1.1708;5.7607;1.3659;-7.1505;-6.5707;-1.8016;5.9798;12.3315;-0.0929;-0.0038;-0.8825;0.0;-27.06;15.42;25.38;224.62;57.76;-163.17;5.0;982.61;60.281;;;;NaN;;;;;0 / 0;4509;2022-11-05 18:25:56:391
