sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.9577;3.9073;8.0448;-1.1526;0.9797;9.6893;1.4399;2.2812;-0.0044;0.3483;-0.5355;-0.2757;85.0;25.08;4.26;-37.26;297.35;-9.11;7.62;5.0;992.42;62.764;;;;NaN;;;;;0 / 0;10;2022-11-03 13:47:42:477
-0.4262;2.8778;9.6274;-0.9459;1.0069;9.7089;-0.0046;0.9707;-0.8476;0.1607;-0.1757;-0.3502;32.0;23.4;3.72;-38.58;293.21;-5.89;5.56;5.0;992.54;68.845;;;;NaN;;;;;0 / 0;510;2022-11-03 13:47:42:977
-1.8052;2.3559;7.7671;-1.4213;1.7815;9.5382;0.8228;2.1857;1.2121;0.3874;0.0143;0.6852;43.0;24.24;0.12;-37.74;292.39;-10.47;8.48;5.0;992.66;54.844;;;;NaN;;;;;0 / 0;1010;2022-11-03 13:47:43:477
2.3559;6.2587;12.2083;-0.9603;2.8139;9.3451;0.661;2.3747;-1.2596;-0.4544;0.7803;-0.1901;110.0;23.7;-6.18;-38.22;285.53;-18.28;1.43;5.0;992.68;63.601;;;;NaN;;;;;0 / 0;1510;2022-11-03 13:47:43:977
0.5435;4.2521;7.5372;-0.8615;2.1966;9.5186;0.5335;1.7538;-1.3062;-0.0066;0.0796;-0.3887;141.0;20.28;-0.42;-37.5;295.97;-13.33;3.07;5.0;992.59;67.503;;;;NaN;;;;;0 / 0;2010;2022-11-03 13:47:44:477
-0.917;3.7781;5.3082;-1.7322;2.8069;9.2353;0.6117;1.1722;-0.5321;0.355;0.371;0.6791;124.0;26.1;-0.78;-34.68;298.24;-16.63;10.62;5.0;992.64;60.09;;;;NaN;;;;;0 / 0;2510;2022-11-03 13:47:44:977
-0.747;3.3351;10.8915;-0.945;2.0603;9.5411;0.5331;1.61;-0.1938;-0.1642;-0.6332;-0.4003;15.0;23.28;6.54;-37.44;308.04;-12.13;5.66;5.0;992.64;61.588;;;;NaN;;;;;0 / 0;3010;2022-11-03 13:47:45:477
-0.6823;3.5841;7.5205;-1.1185;2.3545;9.4539;1.0969;1.4643;-1.6772;0.0257;0.1737;-0.25;13.0;21.48;10.8;-40.62;322.69;-13.89;6.75;5.0;992.61;56.46;;;;NaN;;;;;0 / 0;3512;2022-11-03 13:47:45:979
-1.5754;3.3399;8.0879;-1.1623;2.9237;9.2882;2.4839;0.4234;0.8467;-0.069;-0.5477;-0.5695;10.0;17.22;10.62;-47.52;336.7;-17.35;7.13;5.0;992.62;57.091;;;;NaN;;;;;0 / 0;4010;2022-11-03 13:47:46:477
-0.6225;2.1428;8.6817;-0.5175;2.9027;9.3529;0.0793;1.5074;-2.3089;0.4417;-0.8397;-1.6709;12.0;-4.08;12.48;-48.36;18.03;-17.42;5.22;5.0;992.59;62.823;;;;NaN;;;;;0 / 0;4510;2022-11-03 13:47:46:977
-0.6393;5.562;8.3321;-0.3658;3.8991;8.9907;-0.8576;1.2367;0.1961;0.4173;0.1377;-0.6477;19.0;-19.14;3.84;-47.82;43.45;-20.02;0.14;5.0;992.63;67.244;;;;NaN;;;;;0 / 0;5010;2022-11-03 13:47:47:477
-3.0909;4.628;8.3537;0.2791;3.816;9.0294;-2.9343;0.8575;-0.9966;-0.0989;0.0021;-0.1657;21.0;-28.86;-3.96;-43.92;63.49;-22.9;-1.77;5.0;992.63;57.58;;;;NaN;;;;;0 / 0;5510;2022-11-03 13:47:47:977
0.4381;3.5362;7.7264;0.0209;3.8601;9.015;0.1084;0.0688;-0.6852;-0.5179;0.2562;0.3584;40.0;-24.06;-2.64;-47.76;55.93;-23.18;-0.13;5.0;992.6;49.267;;;;NaN;;;;;0 / 0;6011;2022-11-03 13:47:48:478
-0.68;4.719;10.372;-0.1571;3.9136;8.9905;0.1332;1.0594;-0.6967;0.1265;0.3307;0.4611;44.0;-15.54;0.18;-50.88;39.84;-23.52;1.0;5.0;992.62;56.08;;;;NaN;;;;;0 / 0;6510;2022-11-03 13:47:48:977
-0.0311;4.8507;7.8485;-0.0626;4.5632;8.6801;0.053;0.6637;-2.328;0.0911;-0.191;-0.1712;42.0;-10.44;-3.6;-52.92;26.21;-27.73;0.41;5.0;992.6;60.843;;;;NaN;;;;;0 / 0;7011;2022-11-03 13:47:49:478
0.996;3.7924;10.621;0.2352;4.5873;8.6644;0.3035;-0.4932;0.2878;-0.108;-0.235;-0.7014;68.0;-16.44;-8.28;-51.48;39.76;-28.27;-1.77;5.0;992.65;54.108;;;;NaN;;;;;0 / 0;7510;2022-11-03 13:47:49:977
-0.7949;6.4048;9.7279;-0.2597;4.8488;8.5201;-1.16;0.3565;2.1224;-0.1337;0.0693;-0.013;135.0;-16.02;-14.16;-50.64;52.67;-30.29;1.74;5.0;992.63;54.001;;;;NaN;;;;;0 / 0;8011;2022-11-03 13:47:50:478
-0.2897;5.914;8.2507;0.1369;4.7862;8.5583;-0.7259;1.0248;-1.1024;-0.2754;-0.1091;-0.1535;183.0;-18.48;-14.88;-49.62;56.35;-29.21;-0.92;5.0;992.59;53.655;;;;NaN;;;;;0 / 0;8510;2022-11-03 13:47:50:977
0.0742;4.4891;8.119;0.0352;4.5984;8.6616;-0.2315;0.2499;-1.4285;-0.1649;0.021;-0.3655;177.0;-18.9;-16.8;-49.26;66.96;-27.96;-0.23;5.0;992.63;53.214;;;;NaN;;;;;0 / 0;9011;2022-11-03 13:47:51:478
-1.1756;3.1891;9.0767;-0.1976;4.9008;8.492;-1.8399;-1.1563;-1.9771;0.1161;-0.0883;0.312;66.0;-19.26;-19.2;-46.44;72.56;-29.98;1.33;5.0;992.67;53.179;;;;NaN;;;;;0 / 0;9510;2022-11-03 13:47:51:977
-1.1013;6.0193;9.874;0.2764;4.7178;8.5928;-0.8534;0.6431;2.5908;-0.4978;-0.4359;-0.1437;44.0;-21.42;-18.72;-45.72;73.48;-28.76;-1.84;5.0;992.62;60.379;;;;NaN;;;;;0 / 0;10010;2022-11-03 13:47:52:477
-0.7302;4.8988;7.791;-0.4369;4.8093;8.5353;-0.164;0.8222;-0.5431;0.0337;0.3185;0.1287;56.0;-18.24;-20.52;-45.9;80.96;-28.32;1.66;5.0;992.61;58.141;;;;NaN;;;;;0 / 0;10510;2022-11-03 13:47:52:977
0.2322;4.3814;8.4087;-0.1682;4.9239;8.4793;-0.0282;-0.4395;-0.9468;-0.1759;0.054;0.1776;118.0;-18.84;-18.96;-45.06;72.61;-30.78;1.8;5.0;992.62;57.496;;;;NaN;;;;;0 / 0;11010;2022-11-03 13:47:53:477
0.5339;3.6009;7.3792;0.1239;4.931;8.4759;-0.4017;-1.0667;-1.099;-0.2033;0.0241;-0.4638;358.0;-22.62;-18.0;-42.0;75.65;-30.19;-0.84;5.0;992.62;57.495;;;;NaN;;;;;0 / 0;11510;2022-11-03 13:47:53:977
-1.9561;7.0057;9.4909;-1.1663;5.2852;8.1778;-0.8329;0.6767;1.7225;-0.8441;-0.4463;0.3383;709.0;-16.44;-21.48;-44.04;78.29;-32.61;8.12;5.0;992.6;56.544;;;;NaN;;;;;0 / 0;12010;2022-11-03 13:47:54:477
-0.3926;5.5237;8.8229;-0.1455;5.2823;8.2611;-0.2375;0.1002;0.2266;0.1168;-0.461;-0.0307;878.0;-19.26;-17.04;-43.38;66.34;-32.59;1.01;5.0;992.66;58.194;;;;NaN;;;;;0 / 0;12510;2022-11-03 13:47:54:977
-1.7933;5.3657;4.2138;-0.12;5.5026;8.1165;-0.8976;-0.4074;-3.6441;-0.6456;-0.0059;-0.316;1075.0;-21.0;-21.18;-39.96;77.25;-34.13;0.85;5.0;992.55;57.78;;;;NaN;;;;;0 / 0;13011;2022-11-03 13:47:55:478
0.2394;4.0247;9.1054;0.0134;5.1905;8.3204;0.7887;-1.1108;-0.6156;0.0709;-0.2521;0.5643;1320.0;-20.94;-17.46;-41.94;75.27;-30.58;3.14;5.0;992.6;61.522;;;;NaN;;;;;0 / 0;13510;2022-11-03 13:47:55:977
1.3575;4.7788;10.135;0.6355;5.462;8.1199;0.4179;-1.1069;-2.3664;0.7264;0.0925;-0.41;1463.0;-25.56;-16.92;-39.54;70.85;-32.82;-3.39;5.0;992.69;73.237;;;;NaN;;;;;0 / 0;14010;2022-11-03 13:47:56:477
-1.6951;6.9148;9.9243;-0.3947;5.4888;8.1171;-0.6468;0.9088;2.0729;-0.6242;-0.2545;0.1141;1535.0;-24.0;-23.76;-37.86;88.44;-34.04;2.78;5.0;992.63;71.718;;;;NaN;;;;;0 / 0;14510;2022-11-03 13:47:56:977
-0.4836;5.2292;7.4367;-0.0113;5.8667;7.8583;-0.0629;-0.8098;-0.9579;0.3128;-0.2979;-0.0173;1484.0;-25.5;-22.92;-36.12;82.98;-36.74;0.08;5.0;992.63;62.215;;;;NaN;;;;;0 / 0;15010;2022-11-03 13:47:57:477
-0.3543;4.9683;6.7208;-0.094;5.4506;8.1518;-0.0903;-0.9711;-0.5691;0.4234;-0.048;0.3053;1608.0;-26.22;-23.52;-35.7;90.24;-33.77;0.66;5.0;992.63;63.493;;;;NaN;;;;;0 / 0;15510;2022-11-03 13:47:57:977
-0.3855;3.9672;10.4989;-0.3047;5.2805;8.258;-1.2443;-1.3684;1.9512;-0.0806;0.36;0.7072;1599.0;-25.32;-17.7;-39.42;78.61;-32.58;2.11;5.0;992.67;65.986;;;;NaN;;;;;0 / 0;16010;2022-11-03 13:47:58:477
2.2577;4.4532;12.1389;0.6545;4.9457;8.4429;1.9887;-0.2027;-0.7165;0.3941;-0.0199;-0.4363;1571.0;-28.62;-15.06;-39.9;71.53;-30.63;-4.58;5.0;992.64;55.119;;;;NaN;;;;;0 / 0;16510;2022-11-03 13:47:58:977
-1.6328;6.0983;7.7001;-0.8377;4.8243;8.4968;-1.104;1.6116;1.8202;-0.3469;0.2232;0.1312;1454.0;-26.82;-20.94;-41.28;87.2;-29.64;2.56;5.0;992.52;56.009;;;;NaN;;;;;0 / 0;17010;2022-11-03 13:47:59:477
-0.0311;5.8182;6.1271;-0.2765;5.6184;8.0329;0.1688;-0.4035;-2.1501;-0.7537;-0.7444;0.0548;1056.0;-27.48;-18.54;-42.48;74.39;-34.95;1.97;5.0;992.57;65.158;;;;NaN;;;;;0 / 0;17510;2022-11-03 13:47:59:977
-1.221;5.4375;7.5109;-0.0562;4.8453;8.5259;-0.2742;0.9346;-3.5241;-0.0409;0.0589;-0.443;1060.0;-28.92;-17.4;-43.92;76.81;-29.61;0.38;5.0;992.62;64.767;;;;NaN;;;;;0 / 0;18011;2022-11-03 13:48:00:478
0.4597;2.6959;13.0272;-0.467;4.5835;8.657;0.0672;-1.7201;2.8786;0.8205;0.3051;0.582;984.0;-26.88;-13.5;-48.36;70.9;-27.87;3.09;5.0;992.62;57.093;;;;NaN;;;;;0 / 0;18510;2022-11-03 13:48:00:977
-1.8028;4.5346;8.4925;0.1862;4.9732;8.45;-1.9843;-1.0012;2.6594;-0.8643;-0.1543;0.5295;911.0;-27.84;-16.68;-47.34;70.61;-30.47;-1.26;5.0;992.66;54.744;;;;NaN;;;;;0 / 0;19010;2022-11-03 13:48:01:477
0.1772;5.5477;9.5723;-0.185;5.6689;8.0;-1.546;-1.0553;-2.1674;0.5034;0.6374;0.425;1002.0;-19.2;-14.46;-48.54;52.24;-33.34;0.61;5.0;992.61;61.03;;;;NaN;;;;;0 / 0;19510;2022-11-03 13:48:01:977
-0.9529;5.3298;10.3744;0.242;4.6624;8.624;-0.6682;1.2492;0.5317;-0.0531;-0.4323;0.0041;1022.0;-14.7;-7.14;-49.8;41.35;-29.81;1.54;5.0;992.63;66.456;;;;NaN;;;;;0 / 0;20010;2022-11-03 13:48:02:477
-0.17;5.0018;7.8533;0.1343;5.2308;8.2941;-0.1055;-0.1404;-1.3338;0.3018;0.3588;0.1116;1031.0;-15.3;-8.46;-51.18;34.58;-32.23;-0.93;5.0;992.6;66.181;;;;NaN;;;;;0 / 0;20511;2022-11-03 13:48:02:978
-0.0694;4.549;5.3513;-0.5231;5.8889;7.8241;-0.0563;-1.8858;-2.2071;0.0392;0.0827;0.009;1008.0;-8.76;-13.02;-53.94;30.22;-36.91;3.82;5.0;992.58;62.716;;;;NaN;;;;;0 / 0;21011;2022-11-03 13:48:03:478
0.9864;5.313;11.4422;-0.0521;5.421;8.1719;-0.6254;0.5265;0.5241;0.0722;0.1725;0.02;997.0;-9.06;-7.44;-55.2;20.86;-33.56;0.37;5.0;992.58;57.037;;;;NaN;;;;;0 / 0;21510;2022-11-03 13:48:03:977
