sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.8667;2.4229;9.0647;-1.0856;5.5857;7.9869;-0.9495;-1.6856;0.0698;-1.8179;-0.4023;-0.9246;273.0;-10.74;-12.72;-41.16;53.66;-38.84;11.14;5.0;990.66;60.105;;;;NaN;;;;;0 / 0;15;2022-11-03 16:51:04:084
0.1101;2.4493;9.2994;-0.953;3.9659;8.9182;-1.1754;-0.6164;2.5001;1.011;-0.5263;0.0839;373.0;-18.48;-9.54;-39.42;69.93;-25.65;3.31;5.0;990.84;62.997;;;;NaN;;;;;0 / 0;514;2022-11-03 16:51:04:583
-1.1277;2.3774;10.5875;1.2524;5.1541;8.2485;-2.5213;-0.8661;-1.9442;-0.9316;-0.5764;1.236;633.0;-18.84;-7.62;-41.1;45.49;-32.3;-4.02;5.0;990.65;56.489;;;;NaN;;;;;0 / 0;1014;2022-11-03 16:51:05:083
-0.0263;2.1979;11.6098;2.2328;4.8267;8.2394;-1.0716;-1.2737;-0.2999;0.4227;0.1903;0.1065;659.0;-17.94;-2.64;-41.4;21.12;-31.46;-13.55;5.0;990.64;57.847;;;;NaN;;;;;0 / 0;1514;2022-11-03 16:51:05:583
0.5986;6.6466;9.9889;1.3261;5.3423;8.1161;-1.3189;-0.6665;0.6541;0.4991;0.1359;0.5818;781.0;-11.4;-4.5;-42.9;3.32;-33.52;-12.77;5.0;990.71;62.639;;;;NaN;;;;;0 / 0;2014;2022-11-03 16:51:06:083
-0.0622;3.6009;7.2068;1.1316;5.5898;7.9778;-1.0549;-2.1038;-0.2514;0.5345;-0.5531;-0.4744;958.0;-1.14;-6.24;-44.16;340.03;-31.45;-9.66;5.0;990.66;60.506;;;;NaN;;;;;0 / 0;2514;2022-11-03 16:51:06:583
-0.2346;4.6064;4.7908;0.6529;5.0903;8.3566;-1.6584;-1.1303;-0.8481;-0.193;0.3082;-0.2527;1399.0;-3.36;-3.42;-44.04;354.72;-29.5;-6.19;5.0;990.67;57.805;;;;NaN;;;;;0 / 0;3014;2022-11-03 16:51:07:083
-0.261;2.6647;9.3018;0.7864;4.6174;8.6158;-0.9707;-1.7395;-2.448;0.3604;0.1671;0.167;1574.0;3.0;-2.04;-45.0;342.14;-31.34;-5.01;5.0;990.7;62.463;;;;NaN;;;;;0 / 0;3514;2022-11-03 16:51:07:583
-1.4246;3.1987;7.3409;0.5888;4.753;8.5576;-2.3126;-1.5639;-2.7179;0.4508;0.1359;-0.4396;1848.0;-3.36;-1.86;-43.74;352.25;-27.99;-7.24;5.0;990.7;65.617;;;;NaN;;;;;0 / 0;4014;2022-11-03 16:51:08:083
-0.6033;3.9097;10.2235;0.7208;4.6026;8.6294;-1.1996;-2.0767;3.9452;-0.4447;-0.015;0.7461;1928.0;1.26;-2.16;-43.98;358.99;-28.61;0.86;5.0;990.75;67.87;;;;NaN;;;;;0 / 0;4515;2022-11-03 16:51:08:584
-0.6345;2.9808;16.262;0.236;3.2335;9.2552;-0.8336;-0.5623;2.783;-1.5113;-0.2422;-0.9851;2091.0;5.46;-0.24;-44.34;339.5;-28.32;-3.57;5.0;990.8;64.237;;;;NaN;;;;;0 / 0;5015;2022-11-03 16:51:09:084
-3.1149;4.9635;8.5907;-0.8458;4.5426;8.6498;-0.3575;1.2565;3.4015;-0.3384;0.0199;0.7913;2145.0;4.14;0.6;-44.7;1.05;-27.59;5.58;5.0;990.73;66.626;;;;NaN;;;;;0 / 0;5514;2022-11-03 16:51:09:583
-0.419;3.237;7.5851;1.0007;4.7177;8.5388;-1.5337;-1.0904;0.4275;-0.014;0.3063;-0.348;2193.0;3.3;-2.88;-45.24;336.28;-28.76;-6.68;5.0;990.67;64.824;;;;NaN;;;;;0 / 0;6014;2022-11-03 16:51:10:083
-1.142;4.4197;7.8413;0.7038;4.5055;8.6819;-1.5205;-0.1561;-0.9623;-0.226;0.2385;-0.3015;2249.0;-1.92;-0.72;-45.96;355.14;-27.35;-4.63;5.0;990.7;61.513;;;;NaN;;;;;0 / 0;6515;2022-11-03 16:51:10:584
0.4166;2.4565;7.8006;0.7533;5.369;8.1717;-0.3948;-2.6548;0.887;0.584;0.6045;0.2916;2276.0;-0.96;-3.54;-45.66;348.67;-30.18;-6.14;5.0;990.73;63.336;;;;NaN;;;;;0 / 0;7014;2022-11-03 16:51:11:083
0.0192;3.0287;10.2475;0.4747;4.0602;8.914;-0.5426;-1.8123;3.4701;0.1857;-0.1109;-0.0706;2289.0;0.54;1.74;-45.72;349.21;-28.39;-4.35;5.0;990.83;69.323;;;;NaN;;;;;0 / 0;7514;2022-11-03 16:51:11:583
